ID,Description,Entry_ID
1214-gottlich,göttlich,1214-gudisks
1215-priester,Priester,1215-gudja
1216-priestertum,Priestertum,1216-gudjinassus
1217-priesterseindespriesteramtspflegen,"Priester sein, des Priesteramts pflegen",1217-gudjinon
1218-gold,Gold,1218-gul
1219-golden,golden,1219-guleins
1220-mann,Mann,1220-guma
1221-mannlichengeschlechts,männlichen Geschlechts,1221-gumakunds
1222-mannchen,Männchen,1222-gumein
1223-krebsgeschwur,Krebsgeschwür,1223-gund
1224-verschuttetwerden,verschüttet werden,1224-usgutnan
1225-gotenvolk,Gotenvolk,1225-gutiuda
1226-gott,Gott,1226-gu
1227-habenbesitzen,"haben, besitzen",1227-haban
1228-sicheinersacheenthalten,sich einer Sache enthalten,1228-afhaban
1229-besitzen,besitzen,1229-anahaban
1230-sichnahern,sich nähern,1230-athaban
1231-ergreifen,ergreifen,1231-dishaban
1232-ergreifen,ergreifen,1232-gahaban
1233-aufheben,aufheben,1233-ufhaban
1234-heben,heben,1234-hafjan
1235-erwidernantworten,"erwidern, antworten",1235-andhafjan
1236-herabnehmen,herabnehmen,1236-athafjan
1237-sichuberheben,sich überheben,1237-ufarhafjan
1238-erhebenwegnehmen,"erheben, wegnehmen",1238-ushafjan
1239-sichuberheben,sich überheben,1239-ufarhafnan
1240-sichheftenhangenan,"sich heften, hängen an",1240-haftjan
1241-sichheftenhangenan,"sich heften, hängen an",1241-gahaftjan
1242-zusammenheftenverbinden,"zusammenheften, verbinden",1242-gagahaftjan
1243-anhangen,anhangen,1243-gahaftnan
1244-behaftetmit,behaftet mit,1244-hafts
1245-hangeninderschwebelassen,"hängen, in der Schwebe lassen",1245-hahan
1246-hinabhangenhinablassen,"hinabhängen, hinablassen",1246-athahan
1247-sicherhangen,sich erhängen,1247-ushahan
1248-hangen,hangen,1248-hahan
1249-haibraius,Haibraius,1249-haibraius
1250-artuweise,Art u. Weise,1250-haidus
1251-streiten,streiten,1251-haifstjan
1252-streit,Streit,1252-haifsts
1253-einaugig,einäugig,1253-haihs
1254-haileias,Haileias*,1254-haileias
1255-haileisaius,Haileisaius,1255-haileisaius
1256-einenheilen,einen  heilen,1256-hailjan
1257-herstellen,herstellen,1257-gahailjan
1258-hergestelltwerden,hergestellt werden,1258-gahailnan
1259-heilgesund,"heil, gesund",1259-hails
1260-grundbesitz,Grundbesitz,1260-haimoli
1261-stadt,Stadt,1261-haims
1262-parteien,Parteien,1262-hairaiseis
1263-herde,Herde,1263-hairda
1264-hirt,Hirt,1264-hairdeis
1265-hairmaugaineis,Hairmaugaineis,1265-hairmaugaineis
1266-hairodia,Hairodia*,1266-hairodia
1267-herz,Herz,1267-hairto
1268-eingeweideherz,"Eingeweide, Herz",1268-hairra
1269-schwert,Schwert,1269-hairus
1270-fakkeln,Fakkeln,1270-haizam
1271-heiennennen,"heißen, nennen",1271-haitan
1272-anrufen,anrufen,1272-anahaitan
1273-einenetwbekennensichbekennenzuetwbekennen,"einen, etw. bekennen; sich bekennen zu; etw. bekennen",1273-andhaitan
1274-herzurufen,herzurufen,1274-athaitan
1275-verheien,verheißen,1275-fairhaitan
1276-zusammenrufen,zusammenrufen,1276-gahaitan
1277-zuvorverheien,zuvor verheißen,1277-fauragahaitan
1278-herausfordern,herausfordern,1278-ushaitan
1279-gehei,Geheiß,1279-haiti
1280-heidesteppe,"Heide, Steppe",1280-haii
1281-wild,wild,1281-haiiwisks
1282-heidin,Heidin,1282-haino
1283-mantel,Mantel,1283-hakuls
1284-halfteseite,"Hälfte, Seite",1284-halba
1285-halb,halb,1285-halbs
1286-hutenweiden,"hüten, weiden",1286-haldan
1287-mehr,mehr,1287-haldis
1288-kaumjekaum,"kaum je, kaum",1288-halisaiw
1289-holle,Hölle,1289-halja
1290-leerumsonstdurftigarmselig,"leer, umsonst; dürftig, armselig",1290-halks
1291-fels,Fels,1291-hallus
1292-hals,Hals,1292-hals
1293-halsnacken,"Hals, Nacken",1293-halsagga
1294-lahm,lahm,1294-halts
1295-verstummelt,verstümmelt,1295-hamfs
1296-diebekleidungablegenausziehn,"die Bekleidung ablegen, ausziehn",1296-afhamon
1297-diebekleidunganlegenanziehn,"die Bekleidung anlegen, anziehn",1297-anahamon
1298-sicheinersacheentkleiden,sich einer Sache entkleiden,1298-andhamon
1299-sichbekleidenmit,sich bekleiden mit,1299-gahamon
1300-uberziehnsichmitetwasuberkleiden,"überziehn, sich mit etwas überkleiden",1300-ufarhamon
1301-hahn,Hahn,1301-hana
1302-weisheit,Weisheit,1302-handugei
1303-weiseklug,"weise, klug",1303-handugs
1304-hand,Hand,1304-handus
1305-mitderhandgemacht,mit der Hand gemacht,1305-handuwaurhts
1306-scharmanipelkohorte,Schar; Manipel; Kohorte,1306-hansa
1307-verharten,verhärten,1307-gahardjan
1308-hartherzigkeit,Hartherzigkeit,1308-harduhairtei
1309-hartstreng,"hart, streng",1309-hardus
1310-heer,Heer,1310-harjis
1311-hassen,hassen,1311-hatan
1312-hazorn,"Haß, Zorn",1312-hatis
1313-zurnen,zürnen,1313-hatizon
1314-hassen,hassen,1314-hatjan
1315-haupt,Haupt,1315-haubi
1316-hohe,Höhe,1316-hauhei
1317-preisehre,"Preis, Ehre",1317-hauheins
1318-hochmut,Hochmut,1318-hauhhairtei
1319-hochmutig,hochmütig,1319-hauhhairts
1320-hochstehohe,höchste Höhe,1320-hauhisti
1321-hohe,Höhe,1321-hauhia
1322-hochmachenpreisen,hoch machen; preisen,1322-hauhjan
1323-verblenden,verblenden,1323-ufarhauhjan
1324-erhohn,erhöhn,1324-ushauhjan
1325-verherrlichtwerden,verherrlicht werden,1325-ushauhnan
1326-hoch,hoch,1326-hauhs
1327-derhochste,der Höchste ,1327-hauhista
1328-hauhaba,hauhaba,1328-hauhaba
1329-hoher,höher,1329-hauhis
1330-hochmutigverblendet,"hochmütig, verblendet",1330-hauhuhts
1331-erniedrigungdemut,Erniedrigung; Demut,1331-hauneins
1332-demut,Demut,1332-haunia
1333-niedrigmachen,niedrig machen,1333-haunjan
1334-erniedrigen,erniedrigen,1334-gahaunjan
1335-niedrigdemutig,"niedrig, demütig",1335-hauns
1336-tur, Tür,1336-haurds
1337-kohle,Kohle,1337-hauri
1338-dashornformiggebogenejohannisbrot,das hornförmig gebogene Johannisbrot,1338-haurn
1339-hornist,Hornist,1339-haurnja
1340-dashornblasen,das Horn blasen,1340-haurnjan
1341-gehordiohr,Gehör d.i. Ohr,1341-hauseins
1342-horen,hören,1342-hausjan
1343-gehorchen,gehorchen,1343-andhausjan
1344-dasgehorbekommen,das Gehör bekommen,1344-gahausjan
1345-gehorchen,gehorchen,1345-ufhausjan
1346-horen,hören,1346-hausjon
1347-heu,Heu,1347-hawi
1348-lobloblied,"Lob, Loblied",1348-hazeins
1349-lobenpreisenwegen,"loben, preisen wegen",1349-hazjan
1350-fieber,Fieber,1350-heito
1351-hausherr,Hausherr,1351-heiwafrauja
1352-helei,helei,1352-helei
1353-helei,Helei*,1353-helei
1354-helias,Helias,1354-helias
1355-her,Her,1355-her
1356-hierher,"hier, her",1356-her
1357-herodes,Herodes,1357-herodes
1358-herodia,Herodia,1358-herodia
1359-herodianus,Herodianus*,1359-herodianus
1360-kammer,Kammer,1360-hejo
1361-dieser,dieser,1361-hi
1362-hierher,hierher,1362-hidre
1363-helm,Helm,1363-hilms
1364-einemhelfen,einem helfen,1364-hilpan
1365-helfen,helfen,1365-gahilpan
1366-vonhimmlischerabkunft,von himmlischer Abkunft,1366-himinakunds
1367-himmel,Himmel,1367-himins
1368-dieser,dieser,1368-himmahina
1369-hinterjenseits,"hinter, jenseits",1369-hindana
1370-hinterjenseits,"hinter, jenseits",1370-hindar
1371-hinterlistig,hinterlistig,1371-hindarweis
1372-hinterlist,Hinterlist,1372-hindarweisei
1373-derhinterste,der hinterste,1373-hindumists
1374-gefangennehmen,gefangen nehmen,1374-frahinan
1375-mitgefangennehmen,mitgefangen nehmen,1375-mifrahinan
1376-erbeuten,erbeuten,1376-ushinan
1377-kommherhierher,"komm her, hierher",1377-hiri
1378-dieser,dieser,1378-hita
1379-wehklagenklageliedersingen,"wehklagen, Klagelieder singen",1379-hiufan
1380-haufemenge,"Haufe, Menge",1380-hiuhma
1381-gestaltaussehn,"Gestalt, Aussehn",1381-hiwi
1382-lachen,lachen,1382-hlahjan
1383-verlachen,verlachen,1383-bihlahjan
1384-brotbrotbissen,Brot; Brotbissen,1384-hlaifs
1385-hugel,Hügel,1385-hlaine
1386-grab,Grab,1386-hlaiw
1387-graber,Gräber,1387-hlaiwasnos
1388-schlinge,Schlinge,1388-hlamma
1389-heiter,heiter,1389-hlas
1390-sorgenfreier,sorgenfreier,1390-hlasoza
1391-heiterkeit,Heiterkeit,1391-hlasei
1392-beladen,beladen,1392-afhlaan
1393-aufspringensichaufmachen,"aufspringen, sich aufmachen",1393-ushlaupan
1394-losanteilerbschaft,"Los; Anteil, Erbschaft",1394-hlauts
1395-sichannehmen,sich annehmen,1395-hleibjan
1396-link,link,1396-hleiduma
1397-zelthutte,"Zelt, Hütte",1397-hleira
1398-einzeltubermiraufschlage,ein Zelt über mir aufschlage,1398-ufarhleirjan
1399-daszeltaufschlagenlaubhuttenfest,"das Zeltaufschlagen, Laubhüttenfest",1399-hlerastakeins
1400-stehlen,stehlen,1400-hlifan
1401-dieb,Dieb,1401-hliftus
1402-huttenzelte,"Hütten, Zelte",1402-hlijans
1403-gehor,Gehör,1403-hliuma
1404-auflachenmachen,auflachen machen,1404-ufhlohjan
1405-lauterkeit,Lauterkeit,1405-hlutrei
1406-lauterkeit,Lauterkeit,1406-hlutria
1407-lauterrein,"lauter, rein",1407-hlutrs
1408-erniedrigungdemut,"Erniedrigung, Demut",1408-hnaiweins
1409-niedrigmachen,niedrig machen,1409-hnaiwjan
1410-niederlegen,niederlegen,1410-anahnaiwjan
1411-erniedrigen,erniedrigen,1411-gahnaiwjan
1412-einenunterwerfenunter,einen unterwerfen unter ,1412-ufhnaiwjan
1413-niedrigdemutig,"niedrig, demütig",1413-hnaiws
1414-weichweichlich,"weich, weichlich",1414-hnasqjaim
1415-sichneigen,sich neigen,1415-hneiwan
1416-sichniederbeugen,sich niederbeugen,1416-anahneiwan
1417-sichbetruben,sich betrüben,1417-gahnipnan
1418-zerreien,zerreißen,1418-dishniupan
1419-zerreien,zerreißen,1419-dishnupnan
1420-spitzerpfahl,spitzer Pfahl,1420-hnuo
1421-pflug,Pflug,1421-hoha
1422-durchbetrugschadigenschikanieren,"durch Betrug schädigen, schikanieren",1422-holon
1423-ubervorteilen,übervorteilen,1423-afholon
1424-ehebruchhurerei,Ehebruch; Hurerei,1424-horinassus
1425-hurenehebruchtreiben,"huren, Ehebruch treiben",1425-horinon
1426-ehebruchbegehn,Ehebruch begehn,1426-gahorinon
1427-hurerehebrecher,"Hurer, Ehebrecher",1427-hors
1428-reinheitwohlauchreinigung,"Reinheit, wohl auch Reinigung",1428-hrainei
1429-reinigung,Reinigung,1429-hraineins
1430-reinenherzens,reinen Herzens,1430-hrainjahairts
1431-reinigen,reinigen,1431-hrainjan
1432-etwasverunreinigendestilgen,etwas Verunreinigendes tilgen,1432-afhrainjan
1433-reinigen,reinigen,1433-gahrainjan
1434-ausfegen,ausfegen,1434-ushrainjan
1435-reinehrbar,"rein, ehrbar",1435-hrains
1436-turteltaube,Turteltaube,1436-hraiwadubo
1437-kreuzigen,kreuzigen,1437-hramjan
1438-kreuzigen,kreuzigen,1438-ushramjan
1439-abschutteln,abschütteln,1439-afhrisjan
1440-abschutteln,abschütteln,1440-ushrisjan
1441-rufen,rufen,1441-hropjan
1442-aufschreienausrufen,"aufschreien, ausrufen",1442-ufhropjan
1443-rufgeschrei,"Ruf, Geschrei",1443-hrops
1444-dachhaus,"Dach, Haus",1444-hrot
1445-siegreich,siegreich,1445-hroeigs
1446-stab,Stab,1446-hrugga
1447-krahen,krähen,1447-hrukjan
1448-daskrahen,das Krähen,1448-hruk
1449-nachforschen,nachforschen,1449-andhruskan
1450-hungern,hungern,1450-huggrjan
1451-denkenmeinen,"denken, meinen",1451-hugjan
1452-bezaubern,bezaubern,1452-afhugjan
1453-andhugjan,†and-hugjan,1453-andhugjan
1454-sichvornehmen,sich vornehmen,1454-fauragahugjan
1455-sichuberheben,sich überheben,1455-ufarhugjan
1456-verstand,Verstand,1456-hugs
1457-landgutfeld,"Landgut, Feld",1457-hugs
1458-haufensammeln,"häufen, sammeln",1458-huhjan
1459-hungerhungersnot,"Hunger, Hungersnot",1459-huhrus
1460-hulle,Hülle,1460-hulistr
1461-hullenverhullen,"hüllen, verhüllen",1461-huljan
1462-enthullen,enthüllen,1462-andhuljan
1463-verhullen,verhüllen,1463-dishuljan
1464-verhullen,verhüllen,1464-gahuljan
1465-aushohlen,aushöhlen,1465-ushulon
1466-hold,hold,1466-huls
1467-hohle,Höhle,1467-hulundi
1468-hun,-hun,1468-hun
1469-hunderte,Hunderte,1469-hunda
1470-centurio,Centurio,1470-hundafas
1471-hund,Hund,1471-hunds
1472-opfer,Opfer,1472-hunsl
1473-opferstattealtar,"Opferstätte, Altar",1473-hunslastas
1474-opfern,opfern,1474-hunsljan
1475-fangbeute,"Fang, Beute",1475-huns
1476-hufte,Hüfte,1476-hups
1477-hortschatz,"Hort, Schatz",1477-huzd
1478-schatzesammeln,Schätze sammeln,1478-huzdjan
1479-hwmainaius,Hwmainaius,1479-hwmainaius
1480-hwssopon,hwssopon,1480-hwssopon
1481-wohin,wohin,1481-ad
1482-wohin,wohin,1482-adre
1483-jeder,jeder,1483-ah
1484-wandeln,wandeln,1484-airban
1485-umdrangen,umdrängen,1485-biairban
1486-schadel,Schädel,1486-airnei
1487-weizen,Weizen,1487-aiteis
1488-wie,wie,1488-aiwa
1489-wann,wann,1489-an
1490-jemals,jemals,1490-anhun
1491-erstickenausloschen,"ersticken, auslöschen",1491-afapjan
1492-erstickenerloschen,"ersticken, erlöschen",1492-afapnan
1493-wo,wo,1493-ar
1494-wandeln,wandeln,1494-arbon
1495-wer,wer,1495-arjis
1496-jeder,jeder,1496-arjizuh
1497-wer,wer?,1497-as
1498-jemand,jemand,1498-ashun
1499-scharfstreng,"scharf, streng",1499-assaba
1500-scharfestrenge,"Schärfe, Strenge",1500-assei
1501-gaatjan,[gaƕatjan],1501-gaatjan
1502-wohin,wohin,1502-a
1503-wervonbeiden,wer von beiden,1503-aar
1504-jedervonbeiden,jeder von beiden,1504-aaruh
1505-schaumen,schäumen,1505-ajan
1506-schaum,Schaum,1506-ao
1507-woher,woher,1507-aro
1508-jeder,jeder,1508-azuh
1509-wemmitwemwomit,"wem, mit wem, womit",1509-e
1510-jedenfallsnur,"jedenfalls, nur",1510-eh
1511-weilezeitstunde,"Weile, Zeit, Stunde",1511-eila
1512-nureinezeitlangdauerndverganglich,"nur eine Zeitlang dauernd, vergänglich",1512-eilaairbs
1513-aufhoren,aufhören,1513-eilan
1514-beruhigenerquicken,"beruhigen, erquicken",1514-anaeilan
1515-zurruhekommenaufhoren,"zur Ruhe kommen, aufhören",1515-gaeilan
1516-nichteinestundelang,nicht eine Stunde lang,1516-eilohun
1517-weien,weißen,1517-gaeitjan
1518-wei,weiß,1518-eits
1519-wiegro,wie groß,1519-elaus
1520-wiebeschaffen,wie beschaffen?,1520-ileiks
1521-totenkistesarg,"Totenkiste, Sarg",1521-ilftrjom
1522-dasruhmenderruhm,"Das Rühmen, der Ruhm",1522-oftuli
1523-jeder,jeder,1523-oh
1524-sicheinersacheruhmen,sich einer Sache rühmen,1524-opan
1525-drohung,Drohung,1525-ota
1526-drohen,drohen,1526-otjan
1527-einenbedrohn,einen bedrohn,1527-gaotjan
1528-iaeirus,Iaeirus,1528-iaeirus
1529-iairaimias,Iairaimias*,1529-iairaimias
1530-p06410,P064.10,1530-iairaupaulein
1531-iericho,Iericho,1531-iaireikoiairiko
1532-iairusalem,Iairusalem,1532-iairusalem
1533-iairusaulwma,Iairusaulwma,1533-iairusaulwma
1534-iairusaulwmeis,Iairusaulwmeis,1534-iairusaulwmeis
1535-iairusaulwmeite,Iairusaulwmeite,1535-iairusaulwmeite
1536-iaissaizis,Iaissaizis,1536-iaissaizis
1537-iakob,Iakob,1537-iakob
1538-iakobus,Iakobus,1538-iakobus
1539-iaredis,Iaredis,1539-iaredis
1540-iareim,Iareim,1540-iareim
1541-iasson,Iasson,1541-iasson
1542-iaurdanus,Iaurdanus*,1542-iaurdanus
1543-dochnicht,doch nicht?,1543-ibai
1544-berglehne,Berglehne,1544-ibdaljin
1545-gleich,gleich,1545-ibna
1546-gleichenkorpers,gleichen Körpers,1546-ibnaleiks
1547-gleichschon,gleichschön,1547-ibnaskauns
1548-skauneis,~skauneis*,1548-skauneis
1549-gleichheit,Gleichheit,1549-ibnassus
1550-gleichmachen,gleich machen,1550-gaibnjan
1551-ebenflach,"eben, flach",1551-ibns
1552-ruckwartsgewandt,rückwärts gewandt,1552-ibuks
1553-iddja,iddja,1553-iddja
1554-bue,Buße,1554-idreiga
1555-reueempfinden,Reue empfinden,1555-idreigon
1556-bereuenbuetun,"bereuen, Buße tun",1556-gaidreigon
1557-idumaia,Idumaia,1557-idumaia
1558-schmachschimpf,"Schmach, Schimpf",1558-idweit
1559-schmahn,schmähn,1559-idweitjan
1560-iesus,Iesus,1560-iesus
1561-amfolgendentage,am folgenden Tage,1561-iftuma
1562-euchbeidengehorig,euch beiden gehörig,1562-iggqar
1563-igqis,igqis,1563-igqis
1564-ich,ich,1564-ik
1565-derich,der ich,1565-ikei
1566-inaufanunter,"in, auf, an, unter",1566-in
1567-besonnenheitselbstbeherrschung,"Besonnenheit, Selbstbeherrschung",1567-inahei
1568-verstandig,verständig,1568-inahs
1569-hausgenosse,Hausgenosse,1569-ingardja
1570-entschuldigung,Entschuldigung,1570-inilo
1571-schwanger,schwanger,1571-inkilo
1572-stammesgenosselandsmann,"Stammesgenosse, Landsmann",1572-inkunja
1573-vertauschung,Vertauschung,1573-inmaideins
1574-hinein,hinein,1574-inn
1575-inneninnerhalb,"innen, innerhalb",1575-inna
1576-zumhausegehorighausgenosse,"zum Hause gehörig, Hausgenosse",1576-innakunds
1577-voninnen,von innen,1577-innana
1578-eingangeintritt,"Eingang, Eintritt",1578-innatgahts
1579-voninnen,von innen,1579-innaro
1580-erneuerung,Erneuerung,1580-inniujia
1581-derinnere,der innere,1581-innuma
1582-erzahlungaussagezeugnis,"Erzählung, Aussage, Zeugnis",1582-insahts
1583-ohneauer,"ohne, außer",1583-inuh
1584-inaufanunter,"in, auf, an, unter",1584-inuhinu
1585-ungerechtigkeit,Ungerechtigkeit,1585-inwindia
1586-ungerecht,ungerecht,1586-inwinds
1587-innerhalbdesgesetzesstehend,innerhalb des Gesetzes stehend,1587-inwitos
1588-ioanan,Ioanan,1588-ioanan
1589-ioda,Ioda,1589-ioda
1590-iohanna,Iohanna,1590-iohanna
1591-iohanna,Iohanna,1591-iohanna
1592-iohannes,Iohannes,1592-iohannes
1593-iora,Iora,1593-iora
1594-ioreim,Ioreim,1594-ioreim
1595-iosef,Iosef,1595-iosef
1596-iosezis,Iosezis,1596-iosezis
1597-erder,"er, der",1597-ismsifitan
1598-isak,Isak,1598-isak
1599-iskariotes,Iskariotes,1599-iskariotes
1600-israel,Israel,1600-israel
1601-israeleites,Israeleites,1601-israeleites
1602-essen,essen,1602-itan
1603-etwverzehrenfressen,"etw. verzehren, fressen",1603-fraitan
1604-ituraia,Ituraia,1604-ituraia
1605-aber,aber,1605-i
1606-iudaia,Iudaia,1606-iudaia
1607-iudaialand,Iudaialand,1607-iudaialand
1608-iudaius,Iudaius,1608-iudaius
1609-judaius,Judaius,1609-judaius
1610-aufjudischeweise,auf jüdische Weise,1610-iudaiwisko
1611-judischleben,jüdisch leben,1611-iudaiwiskon
1612-iudas,Iudas,1612-iudas
1613-haufe,Haufe,1613-iumjo
1614-aufwarts,aufwärts,1614-iup
1615-oben,oben,1615-iupa
1616-vonoben,von oben,1616-iupana
1617-vonobenher,von oben her,1617-iuparo
1618-iuse,Iuse,1618-iuse
1619-erholung,Erholung,1619-iusila
1620-vorzuglicher,vorzüglicher,1620-iusiza
1621-izei,izei,1621-izei
1622-ize,ize,1622-ize
1623-euer,euer,1623-izwar
1624-derdu,der du,1624-izwizei
1625-ja,ja,1625-ja
1626-ob,ob,1626-jabai
1627-jaeirus,Jaeirus,1627-jaeirus
1628-undundzwarauch,"und, und zwar, auch",1628-jah
1629-jawahrlichfurwahr,"ja, wahrlich, fürwahr",1629-jai
1630-anjenemortdort,"an jenem Ort, dort",1630-jainar
1631-dorthin,dorthin,1631-jaind
1632-dorthin,dorthin,1632-jaindre
1633-dorthingewandt,dorthin gewandt,1633-jaindwairs
1634-jener,jener,1634-jains
1635-dorther,dorther,1635-jainro
1636-p07207,P072.07,1636-jairupulai
1637-janna,Janna,1637-janna
1638-jannes,Jannes,1638-jannes
1639-undwenn,und wenn,1639-jae
1640-ob,ob,1640-jau
1641-jaurdanau,Jaurdanau,1641-jaurdanau
1642-jahr,Jahr,1642-jer
1643-zornausbruchestreitereien,Zornausbrüche; Streitereien,1643-jiuka
1644-kampfenobsiegen,kämpfen; obsiegen,1644-jiukan
1645-besiegen,besiegen,1645-gajiukan
1646-julmonat,Julmonat,1646-jiuleis
1647-jota,jota,1647-jota
1648-schon,schon,1648-ju
1649-judisch,jüdisch,1649-judaiwisks
1650-judaius,Judaius,1650-judaius
1651-judas,Judas,1651-judas
1652-jungjugendlich,jung; jugendlich,1652-juggs
1653-gespann,Gespann,1653-juk
1654-joch,Joch,1654-jukuzi
1655-jugend,Jugend,1655-junda
1656-ihr,ihr,1656-jus
1657-justus,Justus,1657-justus
1658-schon,schon,1658-juan
1659-juzei,jūzei,1659-juzei
1660-kaballarja,Kaballarja,1660-kaballarja
1661-kaeinan,Kaeinan,1661-kaeinan
1662-kafarnaum,Kafarnaum,1662-kafarnaum
1663-kaidmeiel,Kaidmeiel,1663-kaidmeiel
1664-kaidron,Kaidron,1664-kaidron
1665-kaiser,Kaiser,1665-kaisar
1666-censussteuer,"Census, Steuer",1666-kaisaragild
1667-kaisaria,Kaisaria,1667-kaisaria
1668-kajafa,Kajafa,1668-kajafa
1669-kalbe,Kalbe ,1669-kalbo
1670-kalt,kalt,1670-kalds
1671-hurerei,Hurerei,1671-kalkinassus
1672-hure,Hure,1672-kalkjom
1673-kananeites,Kananeites*,1673-kananeites
1674-kennenwissen,"kennen, wissen",1674-kann
1675-einemkundtun,einem  kund tun,1675-kannjan
1676-verkunden,verkünden,1676-gakannjan
1677-verkunden,verkünden,1677-uskannjan
1678-dashaarabschneiden,das Haar abschneiden,1678-kapillon
1679-sorge,Sorge,1679-kara
1680-kareiaiareim,[Kareiaþiareim],1680-kareiaiareim
1681-kerker,Kerker,1681-karkara
1682-sichkummern,sich kümmern,1682-karon
1683-besorgen,besorgen,1683-gakaron
1684-karpus,Karpus,1684-karpus
1685-gefa,Gefäß,1685-kas
1686-topfer,Töpfer,1686-kasja
1687-kessel,Kessel,1687-katile
1688-denkolossern,den Kolossern,1688-kaulaussaium
1689-ohrfeigen,ohrfeigen,1689-kaupatjan
1690-geschaftemachenhandeltreiben,"Geschäfte machen, Handel treiben",1690-kaupon
1691-kaurazein,Kaurazein,1691-kaurazein
1692-gabefrommestiftung,"Gabe, fromme Stiftung",1692-kaurban
1693-tempelschatz,Tempelschatz,1693-kaurbaunan
1694-schwerefulle,"Schwere, Fülle",1694-kaurei
1695-kaurinius,Kaurinþius,1695-kaurinius
1696-kaurinon,Kaurinþon,1696-kaurinon
1697-last,Last,1697-kauria
1698-druckenbelastigen,"drücken, belästigen",1698-kaurjan
1699-beschweren,beschweren,1699-anakaurjan
1700-mitbelastetmit,mitbelastet mit,1700-mikaurjan
1701-schwerlastig,"schwer, lästig",1701-kaurjos
1702-getreide,Getreide,1702-kaurn
1703-korn,Korn,1703-kaurno
1704-kostenkennenlernen,"kosten, kennen lernen",1704-kausjan
1705-erproben,erproben,1705-gakausjan
1706-kawtsjo,kawtsjo,1706-kawtsjo
1707-kefas,Kefas,1707-kefas
1708-keimen,keimen,1708-keinan
1709-hervorkeimen,hervorkeimen,1709-uskeinan
1710-mithervorkeimen,mithervorkeimen,1710-miuskeinan
1711-turmspeisesaalimobergeschoss,Turm; Speisesaal im Obergeschoss,1711-kelikn
1712-kileikia,Kileikia*,1712-kileikia
1713-mutterleib,Mutterleib,1713-kilei
1714-statthalter,Statthalter,1714-kindins
1715-wange,Wange,1715-kinnus
1716-heller,Heller,1716-kintus
1717-etwasprufen,etwas  prüfen,1717-kiusan
1718-erproben,erproben,1718-gakiusan
1719-erproben,erproben,1719-uskiusan
1720-klemaintau,Klemaintau,1720-klemaintau
1721-klaimaintau,Klaimaintau,1721-klaimaintau
1722-gellen,gellen,1722-klismjan
1723-becken,Becken,1723-klismo
1724-knie,Knie,1724-kniu
1725-geschlecht,Geschlecht,1725-knodai
1726-niederfallen,niederfallen,1726-knussjan
1727-kosam,Kosam,1727-kosam
1728-grieche,Grieche ,1728-kreks
1729-kreskus,[Kreskus],1729-kreskus
1730-kretai,Kretai,1730-kretai
1731-kretes,Kretes,1731-kretes
1732-krispus,Krispus,1732-krispus
1733-knirschen,knirschen,1733-kriustan
1734-zerbrechenzerschellen,"zerbrechen, zerschellen",1734-gakroton
1735-knirschen,Knirschen,1735-krusts
1736-tischgesellschaftgruppe,"Tischgesellschaft, Gruppe",1736-kubitus
1737-einenkussen,einen küssen,1737-kukjan
1738-mitkussenbedecken,mit Küssen bedecken,1738-bikukjan
1739-sichniederlegenzutischelegen,"sich niederlegen, zu Tische legen",1739-anakumbjan
1740-kumei,kumei,1740-kumei
1741-fessel,Fessel,1741-kunawida
1742-geschlechtstamm,"Geschlecht, Stamm",1742-kuni
1743-kennenwissen,"kennen, wissen",1743-kunnan
1744-verachten,verachten,1744-frakunnan
1745-sichunterordnengehorchen,"sich unterordnen, gehorchen",1745-gakunnan
1746-kunnan,-kunnan,1746-kunnan
1747-etwlesen,etw. lesen,1747-anakunnan
1748-gewahren,gewähren,1748-atkunnan
1749-kennenlernenerfahren,"kennen lernen, erfahren",1749-gakunnan
1750-erkennen,erkennen,1750-ufkunnan
1751-kundekenntnis,"Kunde, Kenntnis",1751-kuni
1752-kundbekannt,"kund, bekannt",1752-kuns
1753-kusa,Kusa,1753-kusa
1754-kustanteinus,Kustanteinus,1754-kustanteinus
1755-prufung,Prüfung,1755-kustus
1756-quirinius,Quirinius,1756-kwreinaius
1757-einwohnervonkyrene,Einwohner von Kyrene,1757-kwreinaius
1758-langmut,Langmut,1758-laggamodei
1759-lange,Länge,1759-laggei
1760-lang,lang,1760-laggs
1761-legenauflegenhinlegen,"legen, auflegen, hinlegen",1761-lagjan
1762-etwasablegen,etwas ablegen,1762-aflagjan
1763-einemauflegen,einem  auflegen,1763-analagjan
1764-hinlegenauflegen,"hinlegen, auflegen",1764-atlagjan
1765-einemetwvorlegen,einem  etw. vorlegen,1765-faurlagjan
1766-hinlegen,hinlegen,1766-galagjan
1767-uberdecken,überdecken,1767-ufarlagjan
1768-uslagjan,us-lagjan,1768-uslagjan
1769-schmahn,schmähn,1769-laian
1770-lauan,lauan*,1770-lauan
1771-uberbleibsel,Überbleibsel,1771-laiba
1772-ubriglassen,übrig lassen,1772-bilaibjan
1773-bleiben,bleiben,1773-bilaif
1774-legion,Legion,1774-laigaion
1775-etwbelecken,etw. belecken,1775-bilaigon
1776-hupfenspringen,"hüpfen, springen",1776-laikan
1777-einenverspotten,einen  verspotten,1777-bilaikan
1778-tanz,Tanz,1778-laiks
1779-leseabschnitt,Leseabschnitt,1779-laiktjo
1780-wei, weiß,1780-lais
1781-lehrer,Lehrer,1781-laisareis
