ID,Description,Entry_ID
2860-offenkundigoffenbarbekannt,"offenkundig, offenbar, bekannt",2860-swikuns
2861-imsterbenliegen,im Sterben liegen,2861-swiltan
2862-sterben,sterben,2862-gaswiltan
2863-migaswiltan,miþ-gaswiltan,2863-migaswiltan
2864-starkekraft,"Stärke, Kraft",2864-swinei
2865-starken,stärken,2865-gaswinjan
2866-starken,stärken,2866-inswinjan
2867-starkwerden,stark werden,2867-swinnan
2868-erstarken,erstarken,2868-gaswinnan
2869-starkkraftiggesund,"stark, kräftig, gesund",2869-swins
2870-schwester,Schwester,2870-swistar
2871-swmaion,Swmaion,2871-swmaion
2872-synagogenvorsteher,Synagogenvorsteher,2872-swnagogafas
2873-swnagoge,swnagoge*,2873-swnagoge
2874-swntwke,Swntwke*,2874-swntwke
2875-seufzen,seufzen,2875-swogatjan
2876-erseufzen,erseufzen,2876-gaswogjan
2877-aufseufzen,aufseufzen,2877-ufswogjan
2878-swria,Swria*,2878-swria
2879-demtodenahe,dem Tode nahe,2879-swultawairja
2880-teich,Teich,2880-swumfsl
2881-haar,Haar,2881-tagl
2882-zahretrane,"Zähre, Träne",2882-tagr
2883-weinen,weinen,2883-tagrjan
2884-reienzerren,"reißen, zerren",2884-tahjan
2885-zerstreuen,zerstreuen,2885-distahjan
2886-rechts,rechts,2886-taihswa
2887-dierechte,die Rechte,2887-taihswa
2888-zehn,zehn,2888-taihun
2889-derzehnte,der zehnte,2889-taihunda
2890-hundertfaltig,hundertfältig,2890-taihuntaihundfals
2891-hundert, Hundert,2891-taihuntehund
2892-mitfunfzehnreihigenhundert,mit fünf zehnreihigen  Hundert,2892-taihunteweis
2893-anzeichnen,Anzeichnen,2893-taikn
2894-einemetwaszeigen,einem etwas Zeigen,2894-taiknjan
2895-einzeichengebenbelehren,"ein Zeichen geben, belehren",2895-gataiknjan
2896-bezeichnenauszeichnenerweisen,bezeichnen; auszeichnen; erweisen,2896-ustaiknjan
2897-zeichenwunder,"Zeichen, Wunder",2897-taikns
2898-korb,korb,2898-tainjo
2899-zweig,Zweig,2899-tains
2900-zerreien,zerreißen,2900-distairan
2901-zerreienzerstorenaufheben,"zerreißen, zerstören, aufheben",2901-gatairan
2902-tairtius,Tairtius,2902-tairtius
2903-taitrarkes,taitrarkes,2903-taitrarkes
2904-magdlein,Mägdlein,2904-taleia
2905-lehreunterweisung,"Lehre, Unterweisung",2905-talzeins
2906-lehrenziehenunterrichten,"lehren, ziehen, unterrichten",2906-talzjan
2907-lehrer,Lehrer,2907-talzjands
2908-belehrenerziehen,"belehren, erziehen",2908-gatalzjan
2909-bezahmenbezwingen,"bezähmen, bezwingen",2909-gatamjan
2910-brennenmachenzunden,"brennen machen, zünden",2910-tandjan
2911-miteinembrandmalversehn,mit einem Brandmal versehn,2911-gatandjan
2912-inbrandsetzenverbrennen,"in Brand setzen, verbrennen",2912-intandjan
2913-kennzeichnen,kennzeichnen,2913-gatarhjan
2914-brichlosbrichinjubelaus,"brich los, brich in Jubel aus",2914-tarmjan
2915-berauben,berauben,2915-gatarnjan
2916-werktat,"Werk, Tat",2916-taui
2917-tunmachen,"tun, machen",2917-taujan
2918-vollbringenbewirken,", vollbringen, bewirken",2918-gataujan
2919-ubeltater,Übeltäter,2919-missataujan
2920-abreien,abreißen,2920-aftaurnan
2921-zerreien,zerreißen,2921-distaurnan
2922-waszunichtewirddasvergangliche,"was zu nichte wird, das Vergängliche",2922-gataurnan
2923-teibairius,Teibairius,2923-teibairius
2924-anzeigenverkundigen,"anzeigen, verkündigen",2924-gateihan
2925-vorherverkundigenvorhersagen,"vorherverkündigen, vorhersagen",2925-fauragateihan
2926-anruhren,anrühren,2926-teikan
2927-teimaius,Teimaius,2927-teimaius
2928-teimauaius,Teimauþaius,2928-teimauaius
2929-teitus,Teitus,2929-teitus
2930-anruhren,anrühren,2930-tekan
2931-beruhren,berühren,2931-attekan
2932-ordnung,Ordnung,2932-tewa
2933-durchwahlbestimmtverordnet,"durch Wahl bestimmt, verordnet",2933-gatewjan
2934-tibairiadau,Tibairiadau,2934-tibairiadau
2935-bewohnervontiberias,Bewohner von Tiberias,2935-tibairiadeis
2936-dekadenbildetdiezehnervon,Dekaden; bildet die Zehner von,2936-tigjus
2937-einemanhangen,einem anhangen,2937-andtilon
2938-erlangen,erlangen,2938-gatilon
2939-zusammenfugen,zusammenfügen,2939-gagatilon
2940-damitsiegelegenheitfandenihnanzuklagen,damit sie Gelegenheit fänden ihn anzuklagen,2940-til
2941-geziemenfur,geziemen für ,2941-gatiman
2942-bauen,bauen,2942-timbrjan
2943-erbauung,Erbauung,2943-timreins
2944-zimmermann,Zimmermann,2944-timrja
2945-bauen,bauen,2945-timrjan
2946-daraufbauen,daraufbauen,2946-anatimrjan
2947-erbauen,erbauen,2947-gatimrjan
2948-mit,mit,2948-migatimrjan
2949-ziehnfuhren,"ziehn, führen",2949-tiuhan
2950-wegziehn,wegziehn,2950-aftiuhan
2951-herbeiziehnherbeifuhrenherbeibringen,"herbeiziehn, herbeiführen, herbeibringen",2951-attiuhan
2952-hineinziehnhineinfuhren,"hineinziehn, hineinführen",2952-innattiuhan
2953-umherfuhren, umherführen,2953-bitiuhan
2954-wegziehnwegfuhren,"wegziehn, wegführen",2954-gatiuhan
2955-mit,mit,2955-migatiuhan
2956-hinausfuhrenwegfuhren,"hinausführen, wegführen",2956-ustiuhan
2957-tobeias,Tobeias,2957-tobeias
2958-trakauneitidaus,Trakauneitidaus,2958-trakauneitidaus
2959-vertrauenzuversicht,"Vertrauen, Zuversicht",2959-trauains
2960-trauenzutrauenhaben,"trauen, Zutrauen haben",2960-trauan
2961-vertrauen,vertrauen,2961-gatrauan
2962-trauadai,Trauadai,2962-trauadai
2963-bundnisbund,"Bündnis, Bund",2963-trausti
2964-bundnisbund,"Bündnis, Bund",2964-triggwa
2965-treuzuverlassig,"treu, zuverlässig",2965-triggws
2966-treulichzuverlassig,"treulich, zuverlässig",2966-triggwaba
2967-trauer,Trauer,2967-trigo
2968-einenbedrangen,einen bedrängen,2968-anatrimpan
2969-holzprugel,"Holz, Prügel",2969-triu
2970-holzern,hölzern,2970-triweins
2971-treten,treten,2971-trudan
2972-zertreten,zertreten,2972-gatrudan
2973-einpfropfen,einpfropfen,2973-intrusgjan
2974-uberstreuen,überstreuen,2974-ufartrusnjan
2975-gestirn,Gestirn,2975-tuggl
2976-zunge,Zunge,2976-tuggo
2977-festigkeitsicherheitfundamentfestebollwerk,"Festigkeit, Sicherheit; Fundament ; Feste, Bollwerk",2977-tulgia
2978-festigenstarken,"festigen, stärken",2978-tulgjan
2979-befestigenbestarken,"befestigen, bestärken",2979-gatulgjan
2980-festbestandig,"fest, beständig",2980-tulgus
2981-brennen,brennen,2981-tundnan
2982-verbrennen,verbrennen,2982-intundnan
2983-zahn,Zahn,2983-tunus
2984-twai,twai,2984-twai
2985-zwolfjahrig,zwölfjährig,2985-twalibwintrus
2986-zwolf,zwölf,2986-twalif
2987-daszweifeln,das Zweifeln,2987-tweifleins
2988-zweifelnozweifelerregen,zweifeln o. Zweifel erregen,2988-tweifljan
2989-zweifel,Zweifel,2989-tweifl
2990-zwischenbeidengrenzen,zwischen beiden Grenzen,2990-tweihnai
2991-zwistigkeit,Zwistigkeit,2991-twisstass
2992-twkeikus,Twkeikus,2992-twkeikus
2993-twra,Twra*,2993-twra
2994-addaius,Þaddaius,2994-addaius
2995-wohin,wohin,2995-adei
2996-dank,Dank,2996-agk
2997-denkenuberlegen,"denken, überlegen",2997-agkjan
2998-mirfallteinwasichtunsoll,"mir fällt ein, was ich tun soll",2998-andagkjan
2999-etwbedenken,etw. bedenken,2999-biagkjan
3000-dasschweigen,das Schweigen,3000-ahains
3001-schweigen,schweigen,3001-ahan
3002-verstummen,verstummen,3002-gaahan
3003-lehm,Lehm,3003-aho
3004-aiaufeilus,Þaiaufeilus,3004-aiaufeilus
3005-durch,durch,3005-airh
3006-lochnadelohr,"Loch, Nadelöhr",3006-airko
3007-verdorren,verdorren,3007-gaairsan
3008-aissaloneikai,Þaissaloneikai,3008-aissaloneikai
3009-aissalauneikaie,Þaissalauneikaie,3009-aissalauneikaie
3010-danndarauf,"dann, darauf",3010-an
3011-weiternochmehr,"weiter, noch mehr",3011-anamais
3012-weiternoch,"weiter, noch",3012-anaseis
3013-solangeals,so lange als,3013-ande
3014-wann,wann,3014-anei
3015-ausdehnensichausstrecken,"ausdehnen, sich ausstrecken",3015-ufanjan
3016-dank,Dank,3016-ank
3017-jawohlalsodarum,"ja, wohl, also darum",3017-annu
3018-anuh,þanuh,3018-anuh
3019-dort,dort,3019-ar
3020-ara,Þara,3020-ara
3021-mangelarmut,"Mangel, Armut",3021-arba
3022-sichenthalten,sich enthalten,3022-gaarban
3023-notig,nötig,3023-arbs
3024-wo,wo,3024-arei
3025-notighabenbedurfenmangelleiden,"nötig haben, bedürfen, Mangel leiden",3025-arf
3026-ungewalkt,ungewalkt,3026-arihs
3027-da,da,3027-aruh
3028-derdieser,"der, dieser",3028-ata
3029-daseine,das eine,3029-atain
3030-nur,nur,3030-atainei
3031-da,daß,3031-atei
3032-dasistnamlich,"das ist, nämlich",3032-atist
3033-derukeinandrerebender,"der u. kein andrer, eben der",3033-atuh
3034-dahervonda,"daher, von da",3034-aro
3035-vonwannen,von wannen,3035-aroei
3036-vondadaher,"von da, daher",3036-aroh
3037-als,als,3037-au
3038-wennauch,wenn auch,3038-auhjabai
3039-notighabenbedurfenmangelleiden,"nötig haben, bedürfen, Mangel leiden",3039-aurban
3040-notig,nötig,3040-aurfts
3041-bedurfnisnot,"Bedürfnis, Not",3041-aurfts
3042-vondornen,von Dornen,3042-aurneins
3043-dorn,Dorn,3043-aurnus
3044-bebauteslandacker,"bebautes Land, Acker",3044-aurp
3045-michdurstet,mich dürstet,3045-aursjan
3046-dursten,dursten,3046-afaursjan
3047-verdorrenvertrocknen,"verdorren, vertrocknen",3047-gaaursnan
3048-durst,Durst,3048-aurstei
3049-durr,dürr,3049-aursus
3050-umso,um so,3050-e
3051-darumda,"darum, daß",3051-eei
3052-solangeals,so lange als,3052-ei
3053-gedeihnfortschrittemachen,"gedeihn, Fortschritte machen",3053-eihan
3054-vorwartskommen,vorwärtskommen,3054-gaeihan
3055-ubertreffen,übertreffen,3055-ufareihan
3056-zeit,Zeit,3056-eihs
3057-donner,Donner,3057-eio
3058-dein,dein,3058-eins
3059-knechte,Knechte,3059-ewisa
3060-heranziehn,heranziehn,3060-atinsan
3061-meistvorzuglich,"meist, vorzüglich",3061-ishun
3062-wohinauchimmer,wohin auch immer,3062-isaduh
3063-werauchimmer,wer auch immer,3063-isah
3064-woauchimmer,wo auch immer,3064-isaruh
3065-werauchimmer,wer auch immer,3065-isazuh
3066-diebstahl,Diebstahl,3066-iubi
3067-verstohlenheimlich,"verstohlen, heimlich",3067-iubjo
3068-heiden,Heiden,3068-iuda
3069-konigsschloss,Königsschloss,3069-iudangardi
3070-herrschen,herrschen,3070-iudanon
3071-mitherrschenmit,mitherrschen mit,3071-miiudanon
3072-konig,König,3072-iudans
3073-regierung,Regierung,3073-iudinassus
3074-heidnisch,heidnisch,3074-iudisko
3075-dieb,Dieb,3075-iufs
3076-knecht,Knecht,3076-iumagus
3077-haussklavediener,"Haussklave, Diener",3077-ius
3078-dasgutediegutesache,"das Gute, die gute Sache",3078-iu
3079-gutgepriesen,"gut, gepriesen",3079-iueigs
3080-gute,Güte,3080-iueins
3081-segen,Segen,3081-iuqiss
3082-segnen,segnen,3082-iujan
3083-einemdensegengeben,einem  den Segen geben,3083-gaiujan
3084-fluchen,fluchen,3084-uniujan
3085-knechtschaft,Knechtschaft,3085-iwadw
3086-unterjochenindienstbarkeitbringen,"unterjochen, in Dienstbarkeit bringen",3086-anaiwan
3087-unterjochenindienstbarkeitbringen,"unterjochen, in Dienstbarkeit bringen",3087-gaiwan
3088-magd,Magd,3088-iwi
3089-schrecken,schrecken,3089-lahsjan
3090-erschrecken,erschrecken,3090-galahsnan
3091-ermahnen,ermahnen,3091-galaihan
3092-zart,zart,3092-laqus
3093-flucht,Flucht,3093-lauhs
3094-liuhan,þliuhan,3094-liuhan
3095-wegfliehn,wegfliehn,3095-afliuhan
3096-diefluchtergreifenentfliehn,"die Flucht ergreifen, entfliehn",3096-galiuhan
3097-entfliehneinementrinnen,"entfliehn, einem entrinnen",3097-unaliuhan
3098-omas,Þomas,3098-omas
3099-trostung,Tröstung,3099-rafsteins
3100-trostenmahnen,"trösten, mahnen",3100-rafstjan
3101-erquicken,erquicken,3101-anarafstjan
3102-garafstjan,ga-þrafstjan,3102-garafstjan
3103-laufen,laufen,3103-ragjan
3104-herbeilaufen,herbeilaufen,3104-biragjan
3105-heuschrecke,Heuschrecke,3105-ramstei
3106-streitsucht,Streitsucht,3106-rasabalei
3107-drangen,drängen,3107-reihan
3108-bedrangen,bedrängen,3108-gareihan
3109-teich,Teich,3109-reihsl
3110-drei,drei,3110-reis
3111-derdritte,der dritte,3111-ridja
3112-dreschen,dreschen,3112-riskan
3113-einembeschwerdebringen,einem Beschwerde bringen,3113-usriutan
3114-uben,üben,3114-rojan
3115-ubungstahlung,"Übung, Stählung",3115-usrojan
3116-aussatz,Aussatz,3116-rutsfill
3117-aussatzig,aussätzig,3117-rutsfills
3118-du,du,3118-u
3119-derdu,der du,3119-uei
3120-glaubenmeinengelten,"glauben, meinen; gelten",3120-ugkjan
3121-gewissen,Gewissen,3121-uhtus
3122-dasduldenleidendiegeduld,"das Dulden, Leiden, die Geduld",3122-ulains
3123-dulden,dulden,3123-ulan
3124-erdulden,erdulden,3124-gaulan
3125-erduldenertragen,"erdulden, ertragen",3125-usulan
3126-tausend,tausend,3126-usundi
3127-anfuhrervontausend,Anführer von Tausend,3127-usundifas
3128-trompete,Trompete,3128-uthaurn
3129-trompeten,trompeten,3129-uthaurnjan
3130-etwwaschen,etw. waschen,3130-wahan
3131-sichabwaschen,sich abwaschen,3131-afwahan
3132-sichabwaschen,sich abwaschen,3132-biwahan
3133-etwasauswaschenabwaschen,"etwas auswaschen, abwaschen",3133-uswahan
3134-badtaufe,"Bad, Taufe",3134-wahl
3135-zornstreitstreitigkeit,"Zorn, Streit, Streitigkeit",3135-wairhei
3136-zornig,zornig,3136-wairhs
3137-sicherheit,Sicherheit,3137-wastia
3138-befestigen,befestigen,3138-gawastjan
3139-rauchopfer,Rauchopfer,3139-wmiama
3140-u,-u,3140-u
3141-ubelbose,"übel, böse",3141-ubils
3142-ubeltaterisch,übeltäterisch,3142-ubiltojis
3143-schmahn,schmähn,3143-ubilwaurdjan
3144-schmahsuchtig,schmähsüchtig,3144-ubilwaurds
3145-halle,Halle,3145-ubizwa
3146-unter,unter,3146-uf
3147-durcheidverpflichtetverbunden,"durch Eid verpflichtet, verbunden",3147-ufaieis
3148-uber,über,3148-ufar
3149-uberflieenduberschwanglichmachen,"überfließend, überschwänglich machen",3149-ufarassjan
3150-uberfluuberma,"Überfluß, Übermaß",3150-ufarassus
3151-uberfulleuberflu,"Überfülle, Überfluß",3151-ufarfullei
3152-ubervoll,übervoll,3152-ufarfulls
3153-oberpriester,Oberpriester,3153-ufargudja
3154-dasuberhorenderungehorsam,"das Überhören, der Ungehorsam",3154-ufarhauseins
3155-himmlisch,himmlisch,3155-ufarhiminakunds
3156-daruberhinaus,darüber hinaus,3156-ufarjaina
3157-vergessenheit,Vergessenheit,3157-ufarmaudei
3158-uberschrift,Überschrift,3158-ufarmeleins
3159-uberschrift,Überschrift,3159-ufarmeli
3160-daruber,darüber,3160-ufaro
3161-besprengung,Besprengung,3161-ufarranneins
3162-erstlingsfrucht,Erstlingsfrucht,3162-ufarskafts
3163-meineidiger,Meineidiger,3163-ufarswara
3164-gehorsam,Gehorsam,3164-ufhauseins
3165-unterordnunggehorsam,"Unterordnung, Gehorsam",3165-ufhnaiweins
3166-ufitahari,Ufitahari,3166-ufitahari
3167-esistuberflussigfurmicheuchzuschreiben,es ist überflüssig für mich euch zu schreiben,3167-ufjo
3168-erkenntnis,Erkenntnis,3168-ufkuni
3169-aufgeblasenheithochmut,"Aufgeblasenheit, Hochmut",3169-ufswalleins
3170-oft,oft,3170-ufta
3171-vielleicht,vielleicht,3171-ufto
3172-dieverheiratetefrau,die verheiratete Frau,3172-ufwaira
3173-unsbeide,uns beide,3173-ugkis
3174-undnunalso,"und, nun, also",3174-uh
3175-sichfurchtenvor,sich fürchten vor ,3175-uhtedun
3176-zeithabend,Zeit habend,3176-uhteigs
3177-zurrechtenzeit,zur rechten Zeit,3177-uhteigo
3178-gelegen,gelegen,3178-uhtiugs
3179-morgendammerung,Morgendämmerung,3179-uhtwo
3180-kamel,Kamel,3180-ulbandus
3181-furchtlos,furchtlos,3181-unagands
3182-furchtlos,furchtlos,3182-unagein
3183-unheiliggottlos,"unheilig, gottlos",3183-unairkns
3184-dersichnichtzuschamenbrauchtohneschande,"der sich nicht zu schämen braucht, ohne Schande",3184-unaiwisks
3185-unsichtbar,unsichtbar,3185-unanasiuniba
3186-unenthullt,unenthüllt,3186-unandhulis
3187-unbestritten,unbestritten,3187-unandsakans
3188-unbestreitbar,unbestreitbar,3188-unandsoks
3189-unzuganglich,unzugänglich,3189-unatgahts
3190-nichttragend,nicht tragend,3190-unbairands
3191-kinderlos,kinderlos,3191-unbarnahs
3192-ungeboren,ungeboren,3192-unbaurans
3193-dasungesauertsein,das Ungesäuertsein,3193-unbeistei
3194-ungesauert,ungesäuert,3194-unbeistjos
3195-wildestierbestie,"wildes Tier, Bestie",3195-unbiari
3196-unaufspurbarunbegreiflich,"unaufspürbar, unbegreiflich",3196-unbilaistis
3197-nichtbeschneidigungvorhaut,"Nichtbeschneidigung, Vorhaut",3197-unbimait
3198-unbeschnitten,unbeschnitten,3198-unbimaitans
3199-unbrauchbar,unbrauchbar,3199-unbruks
3200-biszu,bis zu,3200-und
3201-unteretw,unter etw,3201-undar
3202-dasinnere,das Innere,3202-undaristo
3203-derallergeringste,der Allergeringste,3203-undarleija
3204-unter,unter,3204-undaro
3205-fruhstuck,Frühstück,3205-undaurnimats
3206-unsterblichkeit,Unsterblichkeit,3206-undiwanei
3207-unpassendundankbar,"unpassend, undankbar",3207-unfagrs
3208-tadellos,tadellos,3208-unfairina
3209-untadelig,untadelig,3209-unfairinodaba
3210-unaufspurbarunerforschlich,"unaufspürbar, unerforschlich",3210-unfairlaistis
3211-geschwatzig,geschwätzig,3211-unfaurs
3212-unvorsatzlichohnevorbedacht,"unvorsätzlich, ohne Vorbedacht",3212-unfaurweis
3213-unverstandig,unverständig,3213-unfrajands
3214-schonungslosigkeitharte,"Schonungslosigkeit, Härte",3214-unfreideins
3215-unverstandtorheit,"Unverstand, Torheit",3215-unfrodei
3216-unverstandig,unverständig,3216-unfros
3217-tadellosunbescholten,tadellos; unbescholten,3217-ungafairinonds
3218-tadellos,tadellos,3218-ungafairinos
3219-zugellossichnichtbeherrschend,"zügellos, sich nicht beherrschend",3219-ungahabands
3220-unmaigkeitunenthaltsamkeit,"Unmäßigkeit, Unenthaltsamkeit",3220-ungahobains
3221-unfugsamungehorsam,"unfügsam, ungehorsam",3221-ungaairbs
3222-nichtprobehaltigverwerflich,"nicht probehaltig, verwerflich",3222-ungakusans
3223-unglaubeungehorsam,"Unglaube, Ungehorsam",3223-ungalaubeins
3224-unglaubigungehorsam,"ungläubig, ungehorsam",3224-ungalaubjands
3225-wertlos,wertlos,3225-ungalaufs
3226-gesetzlosigkeitungerechtigkeit,"Gesetzlosigkeit, Ungerechtigkeit",3226-ungaraihtei
3227-ungesehnunsichtbar,"ungesehn, unsichtbar",3227-ungasaians
3228-ohnefestenstandohnebleibendestatte,"ohne festen Stand, ohne bleibende Stätte",3228-ungastos
3229-ungeordnetzugellos,"ungeordnet, zügellos",3229-ungatass
3230-ungeordnet,ungeordnet,3230-ungatewis
3231-unbewegtunbeweglich,"unbewegt, unbeweglich",3231-ungawagis
3232-nichthabend,nicht habend,3232-unhabands
3233-schwachekrankheit,"Schwäche, Krankheit",3233-unhaili
3234-krank,krank,3234-unhails
3235-nichtmitderhandgemacht,nicht mit der Hand gemacht,3235-unhanduwaurhts
3236-ungeheuchelt,ungeheuchelt,3236-unhindarweis
3237-unreinigkeit,Unreinigkeit,3237-unhrainei
3238-unreinigkeit,Unreinigkeit,3238-unhrainia
3239-unreinungebildet,unrein; ungebildet,3239-unhrains
3240-unholdteufel,"Unhold, Teufel",3240-unhula
3241-unholdindamon,"Unholdin, Dämon",3241-unhulo
3242-ohneopferunversohnlich,"ohne Opfer, unversöhnlich",3242-unhunslags
3243-unausloschlich,unauslöschlich,3243-unapnands
3244-unablassig,unablässig,3244-uneila
3245-sorglos,sorglos,3245-unkarja
3246-unkaureins,unkaureins*,3246-unkaureins
3247-unze,Unze,3247-unkja
3248-nichtkennendunwissend,"nicht kennend, unwissend",3248-unkunnands
3249-unkunde,Unkunde,3249-unkuni
3250-unbekannt,unbekannt,3250-unkuns
3251-armut,Armut,3251-unledi
3252-arm,arm,3252-unles
3253-ungeliebtunlieb,"ungeliebt, unlieb",3253-unliufs
3254-unverheiratet,unverheiratet,3254-unliugais
3255-nichtlugend,nicht lügend,3255-unliugands
3256-ungeheucheltohnefalsch,"ungeheuchelt, ohne Falsch",3256-unliuts
3257-unlust,Unlust,3257-unlustus
3258-ohnmachtigschwach,"ohnmächtig, schwach",3258-unmahteigs
3259-ohnmachtschwachekrankheit,"Ohnmacht, Schwäche, Krankheit",3259-unmahts
3260-ungezahmtwildoderunfreundlichbarsch,"ungezähmt, wild oder unfreundlich, barsch",3260-unmanariggwai
3261-unvorbereitet,unvorbereitet,3261-unmanwus
3262-lieblos,lieblos,3262-unmildjai
3263-unnutztoricht,"unnütz, töricht",3263-unnutjans
3264-unbeweibt,unbeweibt,3264-unqenis
3265-unaussprechlich,unaussprechlich,3265-unqes
3266-unverganglichkeit,Unvergänglichkeit,3266-unriurei
3267-unverganglich,unvergänglich,3267-unriureis
3268-unriurs,unriurs*,3268-unriurs
3269-nichtredendstumm,"nicht redend, stumm",3269-unrodjands
3270-unbestritten,unbestritten,3270-unsahtaba
3271-nichtsehend,nicht sehend,3271-unsaiands
3272-ungesalzen,ungesalzen,3272-unsaltans
3273-unser,unser,3273-unsar
3274-bosheitschlechtigkeit,"Bosheit, Schlechtigkeit",3274-unselei
3275-ubelbose,"übel, böse",3275-unsels
3276-ungesetzlichgottlos,"ungesetzlich, gottlos",3276-unsibjis
3277-latunsnuchternsein,laßt uns nüchtern sein,3277-unskaus
3278-aufstand,Aufstand,3278-unsuti
3279-unaufhorlich,unaufhörlich,3279-unsweibands
3280-unehre,Unehre,3280-unswerei
3281-unehre,Unehre,3281-unsweria
3282-nichtgeachtetverachtet,"nicht geachtet, verachtet",3282-unswers
3283-unbekannter,unbekannter,3283-unswikuns
3284-unfugsamunbotmaigungehorsam,"unfügsam, unbotmäßig, ungehorsam",3284-untals
3285-bissolangeals,"bis, so lange als",3285-unte
3286-voreiligunbesonnen,"voreilig, unbesonnen",3286-untilamalsks
3287-untreu,untreu,3287-untriggws
3288-unvolknicht,"Unvolk, Nicht",3288-uniuda
3289-dasbose,das Böse,3289-uniu
3290-ungewaschen,ungewaschen,3290-unwahans
3291-unanstoig,unanstößig,3291-unufbrikands
3292-zurunzeit,zur Unzeit,3292-unuhteigo
3293-unbelehrt,unbelehrt,3293-unuslaisis
3294-nichtauszuerzahlenunerforschlich,"nicht auszuerzählen, unerforschlich",3294-unusspillos
3295-tadellos,tadellos,3295-unwahs
3296-unwurdig,unwürdig,3296-unwairaba
3297-unbeflecktheit,Unbeflecktheit,3297-unwammei
3298-fleckenlostadellos,"fleckenlos, tadellos",3298-unwamms
3299-untatigmuig,"untätig, müßig",3299-unwaurstwo
3300-ungebildetunwissend,"ungebildet, unwissend",3300-unweis
3301-unerwartetplotzlich,"unerwartet, plötzlich",3301-unweniggo
3302-unwille,Unwille,3302-unwerein
3303-ungewiinsungewisse,"ungewiß, ins ungewisse",3303-unwiss
3304-unwissenderunverstandiger,"Unwissender, Unverständiger",3304-unwita
3305-unwissend,unwissend,3305-unwitands
3306-unwissenheitunverstand,"Unwissenheit, Unverstand",3306-unwiti
3307-beangstigtbekummert,"beängstigt, bekümmert",3307-unwunands
3308-ausvon,"aus, von ",3308-ur
3309-auferstehung,Auferstehung,3309-urrists
3310-verworfen,verworfen,3310-urrugks
3311-abtritt,Abtritt,3311-urruns
3312-ausgang,Ausgang,3312-urruns
3313-ausvon,"aus, von ",3313-us
3314-frechheitfortwahrendezankerei,Frechheit; fortwährende Zänkerei,3314-usbalei
3315-geduldlangmut,"Geduld, Langmut",3315-usbeisnei
3316-geduldiglangmutig,"geduldig, langmütig",3316-usbeisneigs
3317-erwartunggeduldlangmut,"Erwartung; Geduld, Langmut",3317-usbeisns
3318-bitteflehn,"Bitte, Flehn",3318-usbloteins
3319-ausdauereifer,Ausdauer; Eifer,3319-usdaudei
3320-eifrig,eifrig,3320-usdaus
3321-usdaudoza,usdaudoza,3321-usdaudoza
3322-eifrig,eifrig,3322-usdaudo
3323-rauhewege,rauhe Wege,3323-usdrusts
3324-tadellos,tadellos,3324-usfairina
3325-ausfahrt,Ausfahrt,3325-usfaro
3326-begrabnis,Begräbnis,3326-usfilh
3327-sieentsetztensichuber,sie entsetzten sich über,3327-usfilma
3328-entsetzen,Entsetzen,3328-usfilmei
3329-nahrung,Nahrung,3329-usfodeins
3330-erfullung,Erfüllung,3330-usfulleins
3331-mutlos,mutlos,3331-usgrudja
3332-mangelleidend,Mangel leidend,3332-ushaista
3333-bekanntoffenbar,"bekannt, offenbar",3333-uskuns
3334-erlosung,Erlösung,3334-uslauseins
3335-gichtbruchiggichtbruchiger,"gichtbrüchig, Gichtbrüchiger",3335-uslia
3336-erschlieenoffnen,"erschließen, öffnen",3336-uslukns
3337-eroffnungoffnung,"Eröffnung, Öffnung",3337-usluk
3338-erlosung,Erlösung,3338-usluneins
3339-lebensfuhrunglebenswandel,Lebensführung; Lebenswandel,3339-usmet
3340-beschuldigunganklage,"Beschuldigung, Anklage",3340-usqiss
3341-ursprung,Ursprung,3341-ussateins
3342-ammeistenbesonders,"am meisten, besonders",3342-ussindo
3343-latunsnuchternsein,laßt uns nüchtern sein,3343-usskawai
3344-auferstehung,Auferstehung,3344-usstass
3345-zugellosigkeitluderlichkeit,"Zügellosigkeit, Lüderlichkeit",3345-usstiurei
3346-zugellos,zügellos,3346-usstiuriba
3347-auszeichnungbezeichnungbekanntmachunganzeichenbeweis,"Auszeichnung, Bezeichnung; Bekanntmachung; Anzeichen, Beweis",3347-ustaikneins
3348-vollendungvervollkommnungendeerfullung,"Vollendung, Vervollkommnung; Ende; Erfüllung",3348-ustauhts
3349-ubungstahlung,"Übung, Stählung",3349-usroeins
3350-geduld,Geduld,3350-usulains
3351-erwachsen,erwachsen,3351-uswahsans
3352-wachstum,Wachstum,3352-uswahsts
3353-umwalzungzusammensturzzerstorunguntergang,Umwälzung; Zusammensturz; Zerstörung; Untergang,3353-uswalteins
3354-dasabwendenirreleiten,"das Abwenden, Irreleiten",3354-uswandi
3355-gerecht,gerecht,3355-uswaurhts
3356-gerechtigkeit,Gerechtigkeit,3356-uswaurhts
3357-auswurfverwerfungfehlgeburt,Auswurf; Verwerfung; Fehlgeburt,3357-uswaurpa
3358-auerderweihe,außer der Weihe,3358-usweihs
3359-hoffnungslos,hoffnungslos,3359-uswena
3360-losgebunden,losgebunden,3360-uswiss
3361-leichtfertigkeiteitelkeit,"Leichtfertigkeit, Eitelkeit",3361-uswissi
3362-hinausheraus,"hinaus, heraus",3362-ut
3363-auerhalbdrauen,"außerhalb, draußen",3363-uta
3364-vonauenauen,"von außen, außen",3364-utana
