ID,Language_ID,Headword,Part_Of_Speech
1057-galiugaweitwos,Gothic,galiugaweitwoþs,"Noun, common, masculine"
1058-galiugaxristus,Gothic,galiugaxristus,"Noun, common, masculine"
1059-galubaim,Gothic,†galubaim,<none>
1060-gamaindus,Gothic,gamaindūþs,"Noun, common, feminine"
1061-gamainei,Gothic,gamainei,"Noun, common, feminine"
1062-gamainja,Gothic,gamainja,"Noun, common, masculine"
1063-gamains,Gothic,gamains,Adjective
1064-gamains,Gothic,gamainþs,"Noun, common, feminine"
1065-gamais,Gothic,gamaiþs*,Adjective
1066-gamalteins,Gothic,gamalteins,"Noun, common, feminine"
1067-gaman,Gothic,gaman,"Noun, common, neuter"
1068-gamarko,Gothic,†gamarko,<none>
1069-gamarzeins,Gothic,gamarzeins,"Noun, common, feminine"
1070-gamaudeins,Gothic,gamaudeins,"Noun, common, feminine"
1071-gameleins,Gothic,gameleins,"Noun, common, feminine"
1072-gamini,Gothic,gaminþi,"Noun, common, neuter"
1073-gamitons,Gothic,gamitons,"Noun, common, feminine"
1074-gamunds,Gothic,gamunds,"Noun, common, feminine"
1075-ganauha,Gothic,ganauha,"Noun, common, masculine"
1076-ganists,Gothic,ganists,"Noun, common, feminine"
1077-ganijis,Gothic,ganiþjis,"Noun, common, masculine"
1078-ganohs,Gothic,ganohs,Adjective
1079-gansjan,Gothic,gansjan,Verb
1080-gaqiss,Gothic,gaqiss,Adjective
1081-gaqiss,Gothic,gaqiss,"Noun, common, feminine"
1082-gaqums,Gothic,gaqumþs,"Noun, common, feminine"
1083-garaideins,Gothic,garaideins,"Noun, common, feminine"
1084-garaihtei,Gothic,garaihtei,"Noun, common, feminine"
1085-garaihteins,Gothic,garaihteins,"Noun, common, feminine"
1086-garaihtia,Gothic,garaihtiþa,"Noun, common, feminine"
1087-garaihts,Gothic,garaihts,Adjective
1088-garais,Gothic,garaiþs*,Adjective
1089-garazna,Gothic,garazna,"Noun, common, masculine"
1090-garazno,Gothic,garazno,"Noun, common, feminine"
1091-garda,Gothic,garda,"Noun, common, masculine"
1092-gardawaldands,Gothic,gardawaldands,"Noun, common, masculine"
1093-gards,Gothic,gards,"Noun, common, masculine"
1094-garedaba,Gothic,garedaba,Adverb
1095-garehsns,Gothic,garehsns,"Noun, common, feminine"
1096-gariudei,Gothic,gariudei,"Noun, common, feminine"
1097-gariudi,Gothic,gariudi,"Noun, common, neuter"
1098-garius,Gothic,gariuþs*,Adjective
1099-garuni,Gothic,garūni,"Noun, common, neuter"
1100-garunjo,Gothic,garunjo,"Noun, common, feminine"
1101-garuns,Gothic,garuns,"Noun, common, feminine"
1102-gasahts,Gothic,gasahts,"Noun, common, feminine"
1103-gasateins,Gothic,gasateins,"Noun, common, feminine"
1104-gasina,Gothic,gasinþa*,"Noun, common, masculine"
1105-gasinja,Gothic,gasinþja*,"Noun, common, masculine"
1106-gaskadweins,Gothic,gaskadweins*,"Noun, common, feminine"
1107-gaskafts,Gothic,gaskafts,"Noun, common, feminine"
1108-gaskaideins,Gothic,gaskaideins,"Noun, common, feminine"
1109-gaskalki,Gothic,gaskalki,"Noun, common, neuter"
1110-gaskohi,Gothic,gaskohi,"Noun, common, neuter"
1111-gaskohs,Gothic,gaskohs,Adjective
1112-gastigodei,Gothic,gastigodei,"Noun, common, feminine"
1113-gastigos,Gothic,gastigoþs*,Adjective
1114-gasts,Gothic,gasts,"Noun, common, masculine"
1115-gataura,Gothic,gataura,"Noun, common, masculine"
1116-gataurs,Gothic,gataurþs*,"Noun, common, feminine"
1117-gatemiba,Gothic,gatemiba,Adverb
1118-gatils,Gothic,gatils,Adjective
1119-gatilaba,Gothic,gatilaba,"Adverb, Comparative"
1120-gatimreins,Gothic,gatimreins,"Noun, common, feminine"
1121-gatimrjo,Gothic,gatimrjo,"Noun, common, feminine"
1122-gatwo,Gothic,gatwo,"Noun, common, feminine"
1123-gaagki,Gothic,gaþagki,"Noun, common, neuter"
1124-gaaurbs,Gothic,gaþaurbs,Adjective
1125-galaihts,Gothic,gaþlaihts,"Noun, common, feminine"
1126-garafsteins,Gothic,gaþrafsteins,"Noun, common, feminine"
1127-garask,Gothic,gaþrask,"Noun, common, neuter"
1128-gauja,Gothic,gauja,"Noun, common, masculine"
1129-gaulgaua,Gothic,Gaulgauþa,"Noun, proper"
1130-gaumaurra,Gothic,Gaumaurra,"Noun, proper"
1131-gaumaurjam,Gothic,Gaumaurjam,"Noun, proper"
1132-gaumjan,Gothic,gaumjan,Verb
1133-gaunon,Gothic,gaunon,Verb
1134-gaunous,Gothic,[gaunoþus],"Noun, common, masculine"
1135-gaurei,Gothic,gaurei,"Noun, common, feminine"
1136-gauria,Gothic,gauriþa,"Noun, common, feminine"
1137-gaurjan,Gothic,gaurjan,Verb
1138-gaurs,Gothic,gáurs,Adjective
1139-gawaireigs,Gothic,gawairþeigs,Adjective
1140-gawairi,Gothic,gawairþi,"Noun, common, neuter"
1141-gawaleins,Gothic,gawaleins,"Noun, common, feminine"
1142-gawamms,Gothic,gawamms,Adjective
1143-gawandeins,Gothic,[gawandeins],"Noun, common, feminine"
1144-gawargeins,Gothic,gawargeins,"Noun, common, feminine"
1145-gawaseins,Gothic,gawaseins,"Noun, common, feminine"
1146-gawaurdi,Gothic,gawaurdi,"Noun, common, neuter"
1147-gawaurki,Gothic,gawaurki,"Noun, common, neuter"
1148-gawaurstwa,Gothic,gawaurstwa,"Noun, common, masculine"
1149-gawaurts,Gothic,[gawaurts],Adjective
1150-gawi,Gothic,gawi,"Noun, common, neuter"
1151-gawiljis,Gothic,gawiljis*,Adjective
1152-gawiss,Gothic,gawiss,"Noun, common, feminine"
1153-gawizneigs,Gothic,gawizneigs,Adjective
1154-gazaufwlakio,Gothic,gazaufwlakio,"Noun, common"
1155-gazds,Gothic,gazds,"Noun, common, masculine"
1156-faihugeigan,Gothic,faihu-geigan,Verb
1157-gageigan,Gothic,ga-geigan,Verb
1158-usgeisnan,Gothic,us-geisnan,Verb
1159-giba,Gothic,giba,"Noun, common, feminine"
1160-giban,Gothic,giban,Verb
1161-gibands,Gothic,gibands,"Noun, common, masculine"
1162-afgibansik,Gothic,af-giban sik,Verb
1163-atgiban,Gothic,at-giban,Verb
1164-fragiban,Gothic,fra-giban,Verb
1165-usgiban,Gothic,us-giban,Verb
1166-gibla,Gothic,gibla,"Noun, common, masculine"
1167-gild,Gothic,gild,"Noun, common, neuter"
1168-fragildan,Gothic,fra-gildan,Verb
1169-usgildan,Gothic,us-gildan,Verb
1170-gilstr,Gothic,gilstr,"Noun, common, neuter"
1171-gilstrameleins,Gothic,gilstrameleins,"Noun, common, feminine"
1172-gila,Gothic,gilþa,"Noun, common, feminine"
1173-duginnan,Gothic,du-ginnan,Verb
1174-gistradagis,Gothic,gistradagis,"Adverb, temporal"
1175-bigitan,Gothic,bi-gitan,Verb
1176-giutan,Gothic,giutan,Verb
1177-ufargiutan,Gothic,ufar-giutan,Verb
1178-glaggwaba,Gothic,glaggwaba,Adverb
1179-glaggwo,Gothic,glaggwo,Adverb
1180-glaggwuba,Gothic,glaggwuba,Adverb
1181-glitmunjan,Gothic,glitmunjan,Verb
1182-godakunds,Gothic,godakunds,Adjective
1183-godei,Gothic,godei,"Noun, common, feminine"
1184-goleins,Gothic,goleins,"Noun, common, feminine"
1185-goljan,Gothic,goljan,Verb
1186-gos,Gothic,goþs,Adjective
1187-graba,Gothic,graba,"Noun, common, feminine"
1188-graban,Gothic,graban,Verb
1189-bigraban,Gothic,bi-graban,Verb
1190-ufgraban,Gothic,uf-graban,Verb
1191-usgraban,Gothic,us-graban,Verb
1192-gramjan,Gothic,gramjan,Verb
1193-ingramjan,Gothic,in-gramjan,Verb
1194-gramsta,Gothic,gramsta,"Noun, common"
1195-gras,Gothic,gras,"Noun, common, neuter"
1196-gredags,Gothic,gredags,Adjective
1197-gredon,Gothic,gredon,Verb
1198-gredus,Gothic,gredus,"Noun, common, masculine"
1199-greipan,Gothic,greipan,Verb
1200-fairgreipan,Gothic,fair-greipan,Verb
1201-undgreipan,Gothic,und-greipan,Verb
1202-gretan,Gothic,gretan,Verb
1203-grets,Gothic,grets,"Noun, common, masculine"
1204-grindafrajis,Gothic,grindafraþjis*,Adjective
1205-gris,Gothic,griþs*,"Noun, common, feminine"
1206-groba,Gothic,groba,"Noun, common, feminine"
1207-grunduwaddjus,Gothic,grunduwaddjus,"Noun, common, masculine"
1208-gudafaurhts,Gothic,gudafaurhts,Adjective
1209-gudalaus,Gothic,gudalaus,Adjective
1210-gudaskaunei,Gothic,gudaskaunei,"Noun, common, feminine"
1211-gudblostreis,Gothic,gudblostreis,"Noun, common, masculine"
1212-gudhus,Gothic,gudhūs,"Noun, common, neuter"
1213-gudilub,Gothic,Gudilub,"Noun, proper"
1214-gudisks,Gothic,gudisks,Adjective
1215-gudja,Gothic,gudja,"Noun, common, masculine"
1216-gudjinassus,Gothic,gudjinassus,"Noun, common, masculine"
1217-gudjinon,Gothic,gudjinon,Verb
1218-gul,Gothic,gulþ,"Noun, common, neuter"
1219-guleins,Gothic,gulþeins,Adjective
1220-guma,Gothic,guma,"Noun, common, masculine"
1221-gumakunds,Gothic,gumakunds,Adjective
1222-gumein,Gothic,gumein,"Noun, common, neuter"
1223-gund,Gothic,gund,"Noun, common, neuter"
1224-usgutnan,Gothic,us-gutnan,Verb
1225-gutiuda,Gothic,Gutþiuda,"Noun, common, feminine"
1226-gu,Gothic,guþ,"Noun, common, masculine"
1227-haban,Gothic,haban,Verb
1228-afhaban,Gothic,af-haban,Verb
1229-anahaban,Gothic,ana-haban,Verb
1230-athaban,Gothic,at-haban,Verb
1231-dishaban,Gothic,dis-haban,Verb
1232-gahaban,Gothic,ga-haban,Verb
1233-ufhaban,Gothic,uf-haban,Verb
1234-hafjan,Gothic,hafjan,Verb
1235-andhafjan,Gothic,and-hafjan,Verb
1236-athafjan,Gothic,at-hafjan,Verb
1237-ufarhafjan,Gothic,ufar-hafjan,Verb
1238-ushafjan,Gothic,us-hafjan,Verb
1239-ufarhafnan,Gothic,ufar-hafnan,Verb
1240-haftjan,Gothic,haftjan,Verb
1241-gahaftjan,Gothic,ga-haftjan,Verb
1242-gagahaftjan,Gothic,ga-gáhaftjan,Verb
1243-gahaftnan,Gothic,ga-haftnan,Verb
1244-hafts,Gothic,hafts,Adjective
1245-hahan,Gothic,hāhan,Verb
1246-athahan,Gothic,at-hahan,Verb
1247-ushahan,Gothic,us-hahan,Verb
1248-hahan,Gothic,hāhan,Verb
1249-haibraius,Gothic,Haibraius,"Noun, proper"
1250-haidus,Gothic,haidus,"Noun, common, masculine"
1251-haifstjan,Gothic,haifstjan,Verb
1252-haifsts,Gothic,haifsts,"Noun, common, feminine"
1253-haihs,Gothic,háihs,Adjective
1254-haileias,Gothic,Haileias*,<none>
1255-haileisaius,Gothic,Haileisaius,"Noun, proper"
1256-hailjan,Gothic,hailjan,Verb
1257-gahailjan,Gothic,ga-hailjan,Verb
1258-gahailnan,Gothic,ga-hailnan,Verb
1259-hails,Gothic,hails,Adjective
1260-haimoli,Gothic,haimoþli,"Noun, common, neuter"
1261-haims,Gothic,haims*,"Noun, common, feminine"
1262-hairaiseis,Gothic,hairaiseis,"Noun, common"
1263-hairda,Gothic,hairda,"Noun, common, feminine"
1264-hairdeis,Gothic,hairdeis,"Noun, common, masculine"
1265-hairmaugaineis,Gothic,Hairmaugaineis,"Noun, proper"
1266-hairodia,Gothic,Hairodia*,<none>
1267-hairto,Gothic,hairto,"Noun, common, neuter"
1268-hairra,Gothic,hairþra,"Noun, common"
1269-hairus,Gothic,hairus,"Noun, common, masculine"
1270-haizam,Gothic,haizam,"Noun, common"
1271-haitan,Gothic,haitan,Verb
1272-anahaitan,Gothic,ana-haitan,Verb
1273-andhaitan,Gothic,and-haitan,Verb
1274-athaitan,Gothic,at-haitan,Verb
1275-fairhaitan,Gothic,fair-haitan,Verb
1276-gahaitan,Gothic,ga-haitan,Verb
1277-fauragahaitan,Gothic,faura-gahaitan,Verb
1278-ushaitan,Gothic,us-haitan,Verb
1279-haiti,Gothic,haiti,"Noun, common, feminine"
1280-haii,Gothic,haiþi,"Noun, common, feminine"
1281-haiiwisks,Gothic,haiþiwisks,Adjective
1282-haino,Gothic,háiþno,"Noun, common, feminine"
1283-hakuls,Gothic,hakuls,"Noun, common, masculine"
1284-halba,Gothic,halba,"Noun, common, feminine"
1285-halbs,Gothic,halbs,Adjective
1286-haldan,Gothic,haldan,Verb
1287-haldis,Gothic,haldis,Adverb
1288-halisaiw,Gothic,halisaiw,Adverb
1289-halja,Gothic,halja,"Noun, common, feminine"
1290-halks,Gothic,halks,Adjective
1291-hallus,Gothic,hallus,"Noun, common, masculine"
1292-hals,Gothic,hals,"Noun, common, masculine"
1293-halsagga,Gothic,[halsagga],"Noun, common, masculine"
1294-halts,Gothic,halts,Adjective
1295-hamfs,Gothic,hamfs,Adjective
1296-afhamon,Gothic,af-hamon,Verb
1297-anahamon,Gothic,ana-hamon,Verb
1298-andhamon,Gothic,and-hamon,Verb
1299-gahamon,Gothic,ga-hamon,Verb
1300-ufarhamon,Gothic,ufar-hamon,Verb
1301-hana,Gothic,hana,"Noun, common, masculine"
1302-handugei,Gothic,handugei,"Noun, common, feminine"
1303-handugs,Gothic,handugs,Adjective
1304-handus,Gothic,handus,"Noun, common, feminine"
1305-handuwaurhts,Gothic,handuwaurhts,Adjective
1306-hansa,Gothic,hansa,"Noun, common, feminine"
1307-gahardjan,Gothic,ga-hardjan,Verb
1308-harduhairtei,Gothic,harduhairtei,"Noun, common, feminine"
1309-hardus,Gothic,hardus,Adjective
1310-harjis,Gothic,harjis,"Noun, common, masculine"
1311-hatan,Gothic,hatan,Verb
1312-hatis,Gothic,hatis,"Noun, common, neuter"
1313-hatizon,Gothic,hatizon,Verb
1314-hatjan,Gothic,hatjan,Verb
1315-haubi,Gothic,haubiþ,"Noun, common, neuter"
1316-hauhei,Gothic,hauhei,"Noun, common, feminine"
1317-hauheins,Gothic,hauheins,"Noun, common, feminine"
1318-hauhhairtei,Gothic,hauhhairtei,"Noun, common, feminine"
1319-hauhhairts,Gothic,hauhhairts,Adjective
1320-hauhisti,Gothic,hauhisti*,"Noun, common, neuter"
1321-hauhia,Gothic,hauhiþa,"Noun, common, feminine"
1322-hauhjan,Gothic,hauhjan,Verb
1323-ufarhauhjan,Gothic,ufar-hauhjan,Verb
1324-ushauhjan,Gothic,us-hauhjan,Verb
1325-ushauhnan,Gothic,us-hauhnan,Verb
1326-hauhs,Gothic,háuhs,Adjective
1327-hauhista,Gothic,hauhista,"Adjective, Superlative"
1328-hauhaba,Gothic,hauhaba,Adverb
1329-hauhis,Gothic,hauhis,"Adverb, Comparative"
1330-hauhuhts,Gothic,hauhþuhts,Adjective
1331-hauneins,Gothic,hauneins,"Noun, common, feminine"
1332-haunia,Gothic,hauniþa,"Noun, common, feminine"
1333-haunjan,Gothic,haunjan,Verb
1334-gahaunjan,Gothic,ga-haunjan,Verb
1335-hauns,Gothic,hauns,Adjective
1336-haurds,Gothic,haurds,"Noun, common, feminine"
1337-hauri,Gothic,hauri,"Noun, common, neuter"
1338-haurn,Gothic,haurn,"Noun, common, neuter"
1339-haurnja,Gothic,haurnja,"Noun, common, masculine"
1340-haurnjan,Gothic,haurnjan,Verb
1341-hauseins,Gothic,hauseins,"Noun, common, feminine"
1342-hausjan,Gothic,hausjan,Verb
1343-andhausjan,Gothic,and-hausjan,Verb
1344-gahausjan,Gothic,ga-hausjan,Verb
1345-ufhausjan,Gothic,uf-hausjan,Verb
1346-hausjon,Gothic,hausjon,Verb
1347-hawi,Gothic,hawi,"Noun, common, neuter"
1348-hazeins,Gothic,hazeins,"Noun, common, feminine"
1349-hazjan,Gothic,hazjan,Verb
1350-heito,Gothic,heito,"Noun, common, feminine"
1351-heiwafrauja,Gothic,heiwafrauja,"Noun, common, masculine"
1352-helei,Gothic,helei,Foreign word
1353-helei,Gothic,Helei*,"Noun, proper"
1354-helias,Gothic,Helias,"Noun, proper"
1355-her,Gothic,Her,"Noun, proper"
1356-her,Gothic,her,"Adverb, locative"
1357-herodes,Gothic,Herodes,"Noun, proper"
1358-herodia,Gothic,Herodia,"Noun, proper"
1359-herodianus,Gothic,Herodianus*,"Noun, proper"
1360-hejo,Gothic,heþjo,"Noun, common, feminine"
1361-hi,Gothic,hi-,"Pronoun, demonstrative"
1362-hidre,Gothic,hidre,"Adverb, directional"
1363-hilms,Gothic,hilms,"Noun, common, masculine"
1364-hilpan,Gothic,hilpan,Verb
1365-gahilpan,Gothic,ga-hilpan,Verb
1366-himinakunds,Gothic,himinakunds,Adjective
1367-himins,Gothic,himins,"Noun, common, masculine"
1368-himmahina,Gothic,"himma, hina",<none>
1369-hindana,Gothic,hindana,Unassigned
1370-hindar,Gothic,hindar,"Preposition, +AD"
1371-hindarweis,Gothic,hindarweis,Adjective
1372-hindarweisei,Gothic,hindarweisei,"Noun, common, feminine"
1373-hindumists,Gothic,hindumists,"Adjective, Superlative"
1374-frahinan,Gothic,fra-hinþan,Verb
1375-mifrahinan,Gothic,miþ-frahinþan,Verb
1376-ushinan,Gothic,us-hinþan,Verb
1377-hiri,Gothic,hiri,Unassigned
1378-hita,Gothic,hita,<none>
1379-hiufan,Gothic,hiufan,Verb
1380-hiuhma,Gothic,hiuhma,"Noun, common, masculine"
1381-hiwi,Gothic,hiwi,"Noun, common, neuter"
1382-hlahjan,Gothic,hlahjan,Verb
1383-bihlahjan,Gothic,bi-hlahjan,Verb
1384-hlaifs,Gothic,hlaifs,"Noun, common, masculine"
1385-hlaine,Gothic,hlaine,"Noun, common"
1386-hlaiw,Gothic,hlaiw,"Noun, common, neuter"
1387-hlaiwasnos,Gothic,hlaiwasnos,"Noun, common, feminine"
1388-hlamma,Gothic,hlamma,"Noun, common, feminine"
1389-hlas,Gothic,hlas*,Adjective
1390-hlasoza,Gothic,hlasoza,"Adjective, Comparative"
1391-hlasei,Gothic,hlasei,"Noun, common, feminine"
1392-afhlaan,Gothic,af-hlaþan,Verb
1393-ushlaupan,Gothic,us-hlaupan,Verb
1394-hlauts,Gothic,hlauts,"Noun, common, masculine"
1395-hleibjan,Gothic,hleibjan,Verb
1396-hleiduma,Gothic,hleiduma,"Adjective, Comparative"
1397-hleira,Gothic,hleiþra,"Noun, common, feminine"
1398-ufarhleirjan,Gothic,ufar-hleiþrjan,Verb
1399-hlerastakeins,Gothic,hleþrastakeins,"Noun, common, feminine"
1400-hlifan,Gothic,hlifan,Verb
1401-hliftus,Gothic,hliftus,"Noun, common, masculine"
1402-hlijans,Gothic,hlijans,"Noun, common"
1403-hliuma,Gothic,hliuma,"Noun, common, masculine"
1404-ufhlohjan,Gothic,uf-hlohjan,Verb
1405-hlutrei,Gothic,hlutrei,"Noun, common, feminine"
1406-hlutria,Gothic,hlutriþa,"Noun, common, feminine"
1407-hlutrs,Gothic,hlūtrs*,Adjective
1408-hnaiweins,Gothic,hnaiweins,"Noun, common, feminine"
1409-hnaiwjan,Gothic,hnaiwjan,Verb
1410-anahnaiwjan,Gothic,ana-hnaiwjan,Verb
1411-gahnaiwjan,Gothic,ga-hnaiwjan,Verb
1412-ufhnaiwjan,Gothic,uf-hnaiwjan,Verb
1413-hnaiws,Gothic,hnaiws,Adjective
1414-hnasqjaim,Gothic,hnasqjaim*,Adjective
1415-hneiwan,Gothic,hneiwan,Verb
1416-anahneiwan,Gothic,ana-hneiwan,Verb
1417-gahnipnan,Gothic,[ga-hnipnan],Verb
1418-dishniupan,Gothic,dis-hniupan,Verb
1419-dishnupnan,Gothic,dis-hnupnan,Verb
1420-hnuo,Gothic,hnuþo,"Noun, common, feminine"
1421-hoha,Gothic,hoha,"Noun, common, masculine"
1422-holon,Gothic,holon,Verb
1423-afholon,Gothic,af-holon,Verb
1424-horinassus,Gothic,horinassus,"Noun, common, masculine"
1425-horinon,Gothic,horinon,Verb
1426-gahorinon,Gothic,ga-horinon,Verb
1427-hors,Gothic,hors,"Noun, common, masculine"
1428-hrainei,Gothic,hrainei,"Noun, common, feminine"
1429-hraineins,Gothic,hraineins,"Noun, common, feminine"
1430-hrainjahairts,Gothic,hrainjahairts,Adjective
1431-hrainjan,Gothic,hrainjan,Verb
1432-afhrainjan,Gothic,af-hrainjan,Verb
1433-gahrainjan,Gothic,ga-hrainjan,Verb
1434-ushrainjan,Gothic,us-hrainjan,Verb
1435-hrains,Gothic,hrains,Adjective
1436-hraiwadubo,Gothic,hraiwadūbo,"Noun, common, feminine"
1437-hramjan,Gothic,hramjan,Verb
1438-ushramjan,Gothic,us-hramjan,Verb
1439-afhrisjan,Gothic,af-hrisjan,Verb
1440-ushrisjan,Gothic,us-hrisjan,Verb
1441-hropjan,Gothic,hropjan,Verb
1442-ufhropjan,Gothic,uf-hropjan,Verb
1443-hrops,Gothic,hrops,"Noun, common, masculine"
1444-hrot,Gothic,hrot,"Noun, common, neuter"
1445-hroeigs,Gothic,hroþeigs,Adjective
1446-hrugga,Gothic,hrugga,"Noun, common, feminine"
1447-hrukjan,Gothic,hrūkjan,Verb
1448-hruk,Gothic,hruk,"Noun, common"
1449-andhruskan,Gothic,and-hruskan,Verb
1450-huggrjan,Gothic,huggrjan,Verb
1451-hugjan,Gothic,hugjan,Verb
1452-afhugjan,Gothic,af-hugjan,Verb
1453-andhugjan,Gothic,†and-hugjan,Verb
1454-fauragahugjan,Gothic,faura-gahugjan,Verb
1455-ufarhugjan,Gothic,ufar-hugjan,Verb
1456-hugs,Gothic,hugs*,"Noun, common, masculine"
1457-hugs,Gothic,hugs*,"Noun, common, neuter"
1458-huhjan,Gothic,huhjan,Verb
1459-huhrus,Gothic,huhrus,"Noun, common, masculine"
1460-hulistr,Gothic,hulistr,"Noun, common, neuter"
1461-huljan,Gothic,huljan,Verb
1462-andhuljan,Gothic,and-huljan,Verb
1463-dishuljan,Gothic,dis-huljan,Verb
1464-gahuljan,Gothic,ga-huljan,Verb
1465-ushulon,Gothic,us-hulon,Verb
1466-huls,Gothic,hulþs,Adjective
1467-hulundi,Gothic,hulundi,"Noun, common, feminine"
1468-hun,Gothic,-hun,"Particle, enclitic"
1469-hunda,Gothic,hunda,"Numeral, cardinal"
1470-hundafas,Gothic,hundafaþs,"Noun, common, masculine"
1471-hunds,Gothic,hunds,"Noun, common, masculine"
1472-hunsl,Gothic,hunsl,"Noun, common, neuter"
1473-hunslastas,Gothic,hunslastaþs,"Noun, common, masculine"
1474-hunsljan,Gothic,hunsljan,Verb
1475-huns,Gothic,hunþs*,"Noun, common, masculine"
1476-hups,Gothic,hups,"Noun, common, masculine"
1477-huzd,Gothic,huzd,"Noun, common, neuter"
1478-huzdjan,Gothic,huzdjan,Verb
1479-hwmainaius,Gothic,Hwmainaius,"Noun, proper"
1480-hwssopon,Gothic,hwssopon,"Noun, common"
1481-ad,Gothic,ƕad,<none>
1482-adre,Gothic,ƕadre,"Adverb, directional"
1483-ah,Gothic,ƕa-h,<none>
1484-airban,Gothic,ƕairban,Verb
1485-biairban,Gothic,bi-ƕairban,Verb
1486-airnei,Gothic,ƕairnei*,"Noun, common, feminine"
1487-aiteis,Gothic,ƕaiteis*,"Noun, common, masculine"
1488-aiwa,Gothic,ƕaiwa,Adverb
1489-an,Gothic,ƕan,Adverb
1490-anhun,Gothic,ƕanhun,Adverb
1491-afapjan,Gothic,af-ƕapjan,Verb
1492-afapnan,Gothic,af-ƕapnan,Verb
1493-ar,Gothic,ƕar,Adverb
1494-arbon,Gothic,ƕarbon,Verb
1495-arjis,Gothic,ƕarjis,"Pronoun, interrogative"
1496-arjizuh,Gothic,ƕarjizuh,"Pronoun, indefinite"
1497-as,Gothic,ƕas,"Pronoun, interrogative"
1498-ashun,Gothic,ƕashun,"Pronoun, indefinite"
1499-assaba,Gothic,ƕassaba,"Adverb, manner"
1500-assei,Gothic,ƕassei,"Noun, common, feminine"
1501-gaatjan,Gothic,[gaƕatjan],Verb
1502-a,Gothic,ƕaþ,"Adverb, directional"
1503-aar,Gothic,ƕaþar,"Pronoun, interrogative"
1504-aaruh,Gothic,[ƕaþaruh],"Pronoun, indefinite"
1505-ajan,Gothic,ƕaþjan,Verb
1506-ao,Gothic,ƕaþo,"Noun, common, feminine"
1507-aro,Gothic,ƕaþro,"Adverb, directional"
1508-azuh,Gothic,ƕazuh,"Pronoun, indefinite"
1509-e,Gothic,ƕe,Adverb
1510-eh,Gothic,ƕeh,Unassigned
1511-eila,Gothic,ƕeila,"Noun, common, feminine"
1512-eilaairbs,Gothic,ƕeilaƕairbs,Adjective
1513-eilan,Gothic,ƕeilan,Verb
1514-anaeilan,Gothic,ana-ƕeilan,Verb
1515-gaeilan,Gothic,ga-ƕeilan,Verb
1516-eilohun,Gothic,ƕeilohun,Unassigned
1517-gaeitjan,Gothic,ga-ƕeitjan,Verb
1518-eits,Gothic,ƕeits,Adjective
1519-elaus,Gothic,ƕelauþs*,Adjective
1520-ileiks,Gothic,ƕileiks,Adjective
1521-ilftrjom,Gothic,ƕilftrjom,"Noun, common, feminine"
1522-oftuli,Gothic,ƕoftuli,"Noun, common, feminine"
1523-oh,Gothic,ƕoh,<none>
1524-opan,Gothic,ƕopan,Verb
1525-ota,Gothic,ƕota,"Noun, common, feminine"
1526-otjan,Gothic,ƕotjan,Verb
1527-gaotjan,Gothic,ga-ƕotjan,Verb
1528-iaeirus,Gothic,Iaeirus,"Noun, proper"
1529-iairaimias,Gothic,Iairaimias*,"Noun, proper"
1530-iairaupaulein,Gothic,Iairaupaulein,"Noun, proper"
1531-iaireikoiairiko,Gothic,"Iaireiko*, Iairiko*","Noun, proper"
1532-iairusalem,Gothic,Iairusalem,"Noun, proper"
1533-iairusaulwma,Gothic,Iairusaulwma,"Noun, proper"
1534-iairusaulwmeis,Gothic,Iairusaulwmeis,"Noun, common"
1535-iairusaulwmeite,Gothic,Iairusaulwmeite,"Noun, proper"
1536-iaissaizis,Gothic,Iaissaizis,"Noun, proper"
1537-iakob,Gothic,Iakob,"Noun, proper"
1538-iakobus,Gothic,Iakobus,"Noun, proper"
1539-iaredis,Gothic,Iaredis,"Noun, proper"
1540-iareim,Gothic,Iareim,"Noun, proper"
1541-iasson,Gothic,Iasson,"Noun, proper"
1542-iaurdanus,Gothic,Iaurdanus*,"Noun, proper"
1543-ibai,Gothic,ibai,Particle
1544-ibdaljin,Gothic,ibdaljin,"Noun, common"
1545-ibna,Gothic,ibna,Adjective
1546-ibnaleiks,Gothic,ibnaleiks,Adjective
1547-ibnaskauns,Gothic,ibnaskauns*,Adjective
1548-skauneis,Gothic,~skauneis*,Adjective
1549-ibnassus,Gothic,ibnassus,"Noun, common, masculine"
1550-gaibnjan,Gothic,ga-ïbnjan,Verb
1551-ibns,Gothic,ibns,Adjective
1552-ibuks,Gothic,ibuks,Adjective
1553-iddja,Gothic,iddja,<none>
1554-idreiga,Gothic,idreiga,"Noun, common, feminine"
1555-idreigon,Gothic,idreigon,Verb
1556-gaidreigon,Gothic,ga-ïdreigon,Verb
1557-idumaia,Gothic,Idumaia,"Noun, proper"
1558-idweit,Gothic,idweit,"Noun, common, neuter"
1559-idweitjan,Gothic,idweitjan,<none>
1560-iesus,Gothic,Iesus,"Noun, proper"
1561-iftuma,Gothic,iftuma,"Adjective, Comparative"
1562-iggqar,Gothic,iggqar,"Pronoun, possesive"
1563-igqis,Gothic,igqis,"Pronoun, personal"
1564-ik,Gothic,ik,"Pronoun, personal"
1565-ikei,Gothic,ikei,"Pronoun, personal, relative"
1566-in,Gothic,in,"Preposition, +ADG"
1567-inahei,Gothic,inahei,"Noun, common, feminine"
1568-inahs,Gothic,inahs,Adjective
1569-ingardja,Gothic,ingardja,"Noun, common, masculine"
1570-inilo,Gothic,inilo,"Noun, common, feminine"
