ID,Language_ID,Headword,Part_Of_Speech
2647-slahan,Gothic,slahan,Verb
2648-afslahan,Gothic,af-slahan,Verb
2649-slahs,Gothic,slahs,"Noun, common, masculine"
2650-slaihts,Gothic,slaihts,Adjective
2651-slauhts,Gothic,slauhts,"Noun, common, feminine"
2652-afslaupjan,Gothic,af-slaupjan,Verb
2653-afslaujan,Gothic,af-slauþjan,Verb
2654-afslaunan,Gothic,af-slauþnan,Verb
2655-slawan,Gothic,slawan,Verb
2656-anaslawan,Gothic,ana-slawan,Verb
2657-gaslawan,Gothic,ga-slawan,Verb
2658-sleia,Gothic,sleiþa,"Noun, common, feminine"
2659-sleiei,Gothic,sleiþei,"Noun, common, feminine"
2660-gasleijan,Gothic,ga-sleiþjan,Verb
2661-sleis,Gothic,sleiþs*,Adjective
2662-sleideis,Gothic,sleideis*,Adjective
2663-slepan,Gothic,slepan,Verb
2664-anaslepan,Gothic,ana-slepan,Verb
2665-gaslepan,Gothic,ga-slepan,Verb
2666-sleps,Gothic,sleps*,"Noun, common"
2667-fraslindan,Gothic,fra-slindan,Verb
2668-sliupan,Gothic,sliupan,Verb
2669-ufsliupan,Gothic,uf-sliupan,Verb
2670-smairr,Gothic,smairþr*,"Noun, common, neuter"
2671-smakka,Gothic,smakka,"Noun, common, masculine"
2672-smakkabagms,Gothic,smakkabagms,"Noun, common, masculine"
2673-smalista,Gothic,smalista,"Adjective, Superlative"
2674-smarna,Gothic,smarna,"Noun, common, feminine"
2675-bismeitan,Gothic,bi-smeitan,Verb
2676-gasmeitan,Gothic,ga-smeitan,Verb
2677-gasmion,Gothic,ga-smiþon,Verb
2678-smwrn,Gothic,smwrn*,"Noun, common, neuter"
2679-snaga,Gothic,snaga,"Noun, common, masculine"
2680-snaiws,Gothic,snaiws,"Noun, common, masculine"
2681-atsnarpjan,Gothic,at-snarpjan,Verb
2682-sneian,Gothic,sneiþan,Verb
2683-afsneian,Gothic,†af-sneiþan,Verb
2684-ufsneian,Gothic,uf-sneiþan,Verb
2685-sniumjan,Gothic,sniumjan,Verb
2686-gasniumjan,Gothic,ga-sniumjan,Verb
2687-sniumundo,Gothic,sniumundo,Adverb
2688-sniumundos,Gothic,sniumundos,"Adverb, Comparative"
2689-sniwan,Gothic,sniwan,Verb
2690-duatsniwan,Gothic,du-atsniwan,Verb
2691-bisniwan,Gothic,bi-sniwan,Verb
2692-faurbisniwan,Gothic,faur-bisniwan,Verb
2693-faursniwan,Gothic,faur-sniwan,Verb
2694-gasniwan,Gothic,ga-sniwan,Verb
2695-snorjo,Gothic,snorjo,"Noun, common, feminine"
2696-snutrei,Gothic,snutrei,"Noun, common, feminine"
2697-snutrs,Gothic,snutrs*,Adjective
2698-so,Gothic,so,<none>
2699-sokareis,Gothic,sokareis,"Noun, common, masculine"
2700-sokeins,Gothic,sokeins,"Noun, common, feminine"
2701-sokjan,Gothic,sokjan,Verb
2702-gasokjan,Gothic,ga-sokjan,Verb
2703-misokjan,Gothic,miþ-sokjan,Verb
2704-ussokjan,Gothic,us-sokjan,Verb
2705-sokns,Gothic,sokns,"Noun, common, feminine"
2706-soseipatrus,Gothic,Soseipatrus,"Noun, proper"
2707-soa,Gothic,soþa,"Noun, common"
2708-gasojan,Gothic,ga-soþjan,Verb
2709-spaikulatur,Gothic,spaikulatur,"Noun, common"
2710-spaiskuldra,Gothic,spaiskuldra,"Noun, common"
2711-sparwa,Gothic,sparwa,"Noun, common, masculine"
2712-spaurds,Gothic,spaurds,"Noun, common, feminine"
2713-speiwan,Gothic,speiwan,Verb
2714-andspeiwan,Gothic,and-speiwan,Verb
2715-bispeiwan,Gothic,bi-speiwan,Verb
2716-gaspeiwan,Gothic,ga-speiwan,Verb
2717-spediza,Gothic,spediza*,"Adjective, Comparative"
2718-spedists,Gothic,spedists,"Adjective, Superlative"
2719-spedumists,Gothic,spedumists,"Adjective, Superlative"
2720-spilda,Gothic,spilda,"Noun, common, feminine"
2721-spill,Gothic,spill,"Noun, common, neuter"
2722-spilla,Gothic,spilla,"Noun, common, masculine"
2723-spillon,Gothic,spillon,Verb
2724-gaspillon,Gothic,ga-spillon,Verb
2725-iuspillon,Gothic,þiuþ-spillon,Verb
2726-usspillon,Gothic,us-spillon,Verb
2727-wailaspillon,Gothic,waila-spillon,Verb
2728-spinnan,Gothic,spinnan,Verb
2729-sprauto,Gothic,sprauto,Adverb
2730-spwreidans,Gothic,spwreidans,"Noun, common, masculine"
2731-stabeis,Gothic,stabeis,"Noun, common, masculine"
2732-usstagg,Gothic,†us-stagg,Verb
2733-gastagqjan,Gothic,ga-stagqjan,Verb
2734-staifanus,Gothic,Staifanus,"Noun, proper"
2735-staiga,Gothic,staiga,"Noun, common, feminine"
2736-stainahs,Gothic,stainahs,Adjective
2737-staineins,Gothic,staineins,Adjective
2738-stainjan,Gothic,stainjan,Verb
2739-stains,Gothic,stains,"Noun, common, masculine"
2740-stairno,Gothic,stairno,"Noun, common, feminine"
2741-stairo,Gothic,stairo,"Noun, common, feminine"
2742-staks,Gothic,staks,"Noun, common, masculine"
2743-andstaldan,Gothic,and-staldan,Verb
2744-gastaldan,Gothic,ga-staldan,Verb
2745-stamms,Gothic,stamms,Adjective
2746-standan,Gothic,standan,Verb
2747-afstandan,Gothic,af-standan,Verb
2748-andstandan,Gothic,and-standan,Verb
2749-atstandan,Gothic,at-standan,Verb
2750-bistandan,Gothic,bi-standan,Verb
2751-faurastandan,Gothic,faura-standan,Verb
2752-gastandan,Gothic,ga-standan,Verb
2753-instandan,Gothic,in-standan,Verb
2754-mistandan,Gothic,miþ-standan,Verb
2755-twisstandan,Gothic,twis-standan,Verb
2756-usstandan,Gothic,us-standan,Verb
2757-staa,Gothic,staþa,"Noun, common"
2758-stas,Gothic,staþs,"Noun, common, masculine"
2759-staua,Gothic,staua,"Noun, common, feminine"
2760-staua,Gothic,staua,"Noun, common, masculine"
2761-stauastols,Gothic,stauastols,"Noun, common, masculine"
2762-gastaurknan,Gothic,ga-staurknan,Verb
2763-andstaurran,Gothic,and-staurran,Verb
2764-stautan,Gothic,stautan,Verb
2765-steigan,Gothic,steigan,Verb
2766-atsteigan,Gothic,at-steigan,Verb
2767-gasteigan,Gothic,ga-steigan,Verb
2768-ufarsteigan,Gothic,ufar-steigan,Verb
2769-ussteigan,Gothic,us-steigan,Verb
2770-stibna,Gothic,stibna,"Noun, common, feminine"
2771-usstigg,Gothic,[usstigg],<none>
2772-stigqan,Gothic,stigqan,Verb
2773-bistigqan,Gothic,bi-stigqan,Verb
2774-gastiggqan,Gothic,ga-stiggqan,Verb
2775-stikls,Gothic,stikls,"Noun, common, masculine"
2776-stiks,Gothic,stiks*,"Noun, common, masculine"
2777-stilan,Gothic,stilan,Verb
2778-stiur,Gothic,stiur,"Noun, common, masculine"
2779-stiurjan,Gothic,stiurjan,Verb
2780-stiwiti,Gothic,stiwiti*,"Noun, common, neuter"
2781-anastodjan,Gothic,ana-stodjan,Verb
2782-dustodjan,Gothic,du-stodjan,Verb
2783-stojan,Gothic,stojan,Verb
2784-gastojan,Gothic,ga-stojan,Verb
2785-stols,Gothic,stols,"Noun, common, masculine"
2786-stomin,Gothic,stomin,"Noun, common"
2787-gastoan,Gothic,[ga-stoþan],Verb
2788-straujan,Gothic,straujan,Verb
2789-gastraujan,Gothic,ga-straujan,Verb
2790-ufstraujan,Gothic,uf-straujan,Verb
2791-striks,Gothic,striks,"Noun, common, masculine"
2792-stubjus,Gothic,stubjus,"Noun, common, masculine"
2793-sulja,Gothic,sulja*,"Noun, common, feminine"
2794-gasuljan,Gothic,ga-suljan,Verb
2795-suman,Gothic,suman,Adverb
2796-sums,Gothic,sums,"Pronoun, indefinite"
2797-sundro,Gothic,sundro,Adverb
2798-sunja,Gothic,sunja,"Noun, common, feminine"
2799-sunjaifrias,Gothic,Sunjaifriþas,"Noun, proper"
2800-sunjeins,Gothic,sunjeins,Adjective
2801-sunjis,Gothic,sunjis*,Adjective
2802-sunjon,Gothic,sunjon,Verb
2803-gasunjon,Gothic,ga-sunjon,Verb
2804-sunjons,Gothic,sunjons,"Noun, common, feminine"
2805-sunno,Gothic,sunno,"Noun, common"
2806-suns,Gothic,suns,Adverb
2807-sunsaiw,Gothic,sunsaiw,Adverb
2808-sunsei,Gothic,sunsei,Conjunction
2809-sunus,Gothic,sunus,"Noun, common, masculine"
2810-supon,Gothic,supon,Verb
2811-gasupon,Gothic,ga-supon,Verb
2812-suqnis,Gothic,†suqnis,"Noun, common"
2813-susanna,Gothic,Susanna,"Noun, proper"
2814-sutis,Gothic,sutis,Adjective
2815-sujan,Gothic,suþjan,Verb
2816-sujon,Gothic,suþjon,Verb
2817-swa,Gothic,swa,Adverb
2818-swaei,Gothic,swaei,Conjunction
2819-afswaggwjan,Gothic,af-swaggwjan,Verb
2820-swah,Gothic,swah,Adverb
2821-swaihra,Gothic,swaihra,"Noun, common, masculine"
2822-swaihro,Gothic,swaihro,"Noun, common, feminine"
2823-afswairban,Gothic,af-swairban,Verb
2824-biswairban,Gothic,bi-swairban,Verb
2825-swalaus,Gothic,swalauþs,Adjective
2826-swaleiks,Gothic,swaleiks,Adjective
2827-swamm,Gothic,swamm,"Noun, common"
2828-swaran,Gothic,swaran,Verb
2829-biswaran,Gothic,bi-swaran,Verb
2830-ufarswaran,Gothic,ufar-swaran,Verb
2831-sware,Gothic,sware,Adverb
2832-swartiza,Gothic,swartiza,"Noun, common"
2833-swartizla,Gothic,swartizla,<none>
2834-swarts,Gothic,swarts,Adjective
2835-swaswe,Gothic,swaswe,Adverb
2836-swaan,Gothic,swaþþan,Unassigned
2837-swau,Gothic,swau,Unassigned
2838-swe,Gothic,swe,Adverb
2839-swegnia,Gothic,swegniþa,"Noun, common, feminine"
2840-swegnjan,Gothic,swegnjan,Verb
2841-sweiban,Gothic,sweiban,Verb
2842-swein,Gothic,swein,"Noun, common, neuter"
2843-sweran,Gothic,sweran,Verb
2844-gasweran,Gothic,ga-sweran,Verb
2845-unsweran,Gothic,un-sweran,Verb
2846-sweria,Gothic,sweriþa,"Noun, common, feminine"
2847-swers,Gothic,swers,Adjective
2848-swes,Gothic,swes,Adjective
2849-swes,Gothic,swes,"Noun, common, neuter"
2850-sweauh,Gothic,sweþauh,Particle
2851-swibla,Gothic,swibla,"Noun, common"
2852-swiglja,Gothic,swiglja*,"Noun, common, masculine"
2853-swiglon,Gothic,swiglon,Verb
2854-swigniaswignjan,Gothic,"swigniþa, swignjan",<none>
2855-swiknei,Gothic,swiknei,"Noun, common, feminine"
2856-swikneins,Gothic,swikneins*,"Noun, common, feminine"
2857-swiknia,Gothic,swikniþa,"Noun, common, feminine"
2858-swikns,Gothic,swikns,Adjective
2859-gaswikunjan,Gothic,ga-swikunþjan,Verb
2860-swikuns,Gothic,swikunþs,Adjective
2861-swiltan,Gothic,swiltan,Verb
2862-gaswiltan,Gothic,ga-swiltan,Verb
2863-migaswiltan,Gothic,miþ-gaswiltan,Verb
2864-swinei,Gothic,swinþei,"Noun, common, feminine"
2865-gaswinjan,Gothic,ga-swinþjan,Verb
2866-inswinjan,Gothic,in-swinþjan,Verb
2867-swinnan,Gothic,swinþnan,Verb
2868-gaswinnan,Gothic,ga-swinþnan,Verb
2869-swins,Gothic,swinþs,Adjective
2870-swistar,Gothic,swistar,"Noun, common, feminine"
2871-swmaion,Gothic,Swmaion,"Noun, proper"
2872-swnagogafas,Gothic,swnagogafaþs*,"Noun, common, masculine"
2873-swnagoge,Gothic,swnagoge*,"Noun, common, feminine"
2874-swntwke,Gothic,Swntwke*,"Noun, proper"
2875-swogatjan,Gothic,swogatjan,Verb
2876-gaswogjan,Gothic,ga-swogjan,Verb
2877-ufswogjan,Gothic,uf-swogjan,Verb
2878-swria,Gothic,Swria*,"Noun, proper"
2879-swultawairja,Gothic,swultawairþja,"Noun, common, masculine"
2880-swumfsl,Gothic,swumfsl,"Noun, common, neuter"
2881-tagl,Gothic,tagl,"Noun, common, neuter"
2882-tagr,Gothic,tagr,"Noun, common, neuter"
2883-tagrjan,Gothic,tagrjan,Verb
2884-tahjan,Gothic,tahjan,Verb
2885-distahjan,Gothic,dis-tahjan,Verb
2886-taihswa,Gothic,taihswa,Adjective
2887-taihswa,Gothic,taihswa,"Noun, common, feminine"
2888-taihun,Gothic,taihun,"Numeral, cardinal"
2889-taihunda,Gothic,taihunda,"Numeral, ordinal"
2890-taihuntaihundfals,Gothic,taihuntaihundfalþs,Adjective
2891-taihuntehund,Gothic,taihuntehund,"Numeral, cardinal"
2892-taihunteweis,Gothic,taihunteweis*,Adjective
2893-taikn,Gothic,taikn,"Noun, common, neuter"
2894-taiknjan,Gothic,taiknjan,Verb
2895-gataiknjan,Gothic,ga-taiknjan,Verb
2896-ustaiknjan,Gothic,us-taiknjan,Verb
2897-taikns,Gothic,taikns,"Noun, common, feminine"
2898-tainjo,Gothic,tainjo,"Noun, common, feminine"
2899-tains,Gothic,tains,"Noun, common, masculine"
2900-distairan,Gothic,dis-tairan,Verb
2901-gatairan,Gothic,ga-tairan,Verb
2902-tairtius,Gothic,Tairtius,"Noun, proper"
2903-taitrarkes,Gothic,taitrarkes,"Noun, common"
2904-taleia,Gothic,taleiþa,Foreign word
2905-talzeins,Gothic,talzeins*,"Noun, common, feminine"
2906-talzjan,Gothic,talzjan,Verb
2907-talzjands,Gothic,talzjands,"Noun, common"
2908-gatalzjan,Gothic,ga-talzjan,Verb
2909-gatamjan,Gothic,ga-tamjan,Verb
2910-tandjan,Gothic,tandjan,Verb
2911-gatandjan,Gothic,ga-tandjan,Verb
2912-intandjan,Gothic,in-tandjan,Verb
2913-gatarhjan,Gothic,ga-tarhjan,Verb
2914-tarmjan,Gothic,tarmjan,Verb
2915-gatarnjan,Gothic,ga-tarnjan,Verb
2916-taui,Gothic,taui,"Noun, common, neuter"
2917-taujan,Gothic,taujan,Verb
2918-gataujan,Gothic,ga-taujan,Verb
2919-missataujan,Gothic,missa-taujan,Verb
2920-aftaurnan,Gothic,af-taurnan,Verb
2921-distaurnan,Gothic,dis-taurnan,Verb
2922-gataurnan,Gothic,ga-taurnan,Verb
2923-teibairius,Gothic,Teibairius,"Noun, proper"
2924-gateihan,Gothic,ga-teihan,Verb
2925-fauragateihan,Gothic,faura-gateihan,Verb
2926-teikan,Gothic,teikan,<none>
2927-teimaius,Gothic,Teimaius,"Noun, proper"
2928-teimauaius,Gothic,Teimauþaius,"Noun, proper"
2929-teitus,Gothic,Teitus,"Noun, proper"
2930-tekan,Gothic,tekan,Verb
2931-attekan,Gothic,at-tekan,Verb
2932-tewa,Gothic,tewa*,"Noun, common, feminine"
2933-gatewjan,Gothic,ga-tewjan,Verb
2934-tibairiadau,Gothic,Tibairiadau,"Noun, proper"
2935-tibairiadeis,Gothic,Tibairiadeis,"Noun, proper"
2936-tigjus,Gothic,tigjus*,Unassigned
2937-andtilon,Gothic,and-tilon,Verb
2938-gatilon,Gothic,ga-tilon,Verb
2939-gagatilon,Gothic,ga-gátilon,Verb
2940-til,Gothic,til,Unassigned
2941-gatiman,Gothic,ga-timan,Verb
2942-timbrjan,Gothic,timbrjan,<none>
2943-timreins,Gothic,timreins,"Noun, common, feminine"
2944-timrja,Gothic,timrja,"Noun, common, masculine"
2945-timrjan,Gothic,timrjan,Verb
2946-anatimrjan,Gothic,ana-timrjan,Verb
2947-gatimrjan,Gothic,ga-timrjan,Verb
2948-migatimrjan,Gothic,miþ-gatimrjan,Verb
2949-tiuhan,Gothic,tiuhan,Verb
2950-aftiuhan,Gothic,af-tiuhan,Verb
2951-attiuhan,Gothic,at-tiuhan,Verb
2952-innattiuhan,Gothic,inn-attiuhan,Verb
2953-bitiuhan,Gothic,bi-tiuhan,Verb
2954-gatiuhan,Gothic,ga-tiuhan,Verb
2955-migatiuhan,Gothic,miþ-gatiuhan,Verb
2956-ustiuhan,Gothic,us-tiuhan,Verb
2957-tobeias,Gothic,Tobeias,"Noun, proper"
2958-trakauneitidaus,Gothic,Trakauneitidaus,"Noun, proper"
2959-trauains,Gothic,trauains,"Noun, common, feminine"
2960-trauan,Gothic,trauan,Verb
2961-gatrauan,Gothic,ga-trauan,Verb
2962-trauadai,Gothic,Trauadai,"Noun, proper"
2963-trausti,Gothic,trausti,"Noun, common, neuter"
2964-triggwa,Gothic,triggwa,"Noun, common, feminine"
2965-triggws,Gothic,triggws,Adjective
2966-triggwaba,Gothic,triggwaba,"Adverb, Comparative"
2967-trigo,Gothic,trigo,"Noun, common, feminine"
2968-anatrimpan,Gothic,ana-trimpan,Verb
2969-triu,Gothic,triu,"Noun, common, neuter"
2970-triweins,Gothic,triweins,Adjective
2971-trudan,Gothic,trudan,Verb
2972-gatrudan,Gothic,ga-trudan,Verb
2973-intrusgjan,Gothic,in-trusgjan,Verb
2974-ufartrusnjan,Gothic,ufar-trusnjan,Verb
2975-tuggl,Gothic,tuggl,"Noun, common, neuter"
2976-tuggo,Gothic,tuggo,"Noun, common, feminine"
2977-tulgia,Gothic,tulgiþa,"Noun, common, feminine"
2978-tulgjan,Gothic,tulgjan,Verb
2979-gatulgjan,Gothic,ga-tulgjan,Verb
2980-tulgus,Gothic,tulgus,Adjective
2981-tundnan,Gothic,tundnan,Verb
2982-intundnan,Gothic,in-tundnan,Verb
2983-tunus,Gothic,tunþus,"Noun, common, masculine"
2984-twai,Gothic,twai,"Numeral, cardinal"
2985-twalibwintrus,Gothic,twalibwintrus,Adjective
2986-twalif,Gothic,twalif,"Numeral, cardinal"
2987-tweifleins,Gothic,tweifleins,"Noun, common, feminine"
2988-tweifljan,Gothic,tweifljan,Verb
2989-tweifl,Gothic,tweifl,"Noun, common"
2990-tweihnai,Gothic,tweihnai,"Numeral, other"
2991-twisstass,Gothic,twisstass,"Noun, common, feminine"
2992-twkeikus,Gothic,Twkeikus,"Noun, proper"
2993-twra,Gothic,Twra*,"Noun, proper"
2994-addaius,Gothic,Þaddaius,"Noun, proper"
2995-adei,Gothic,þadei,Adverb
2996-agk,Gothic,þagk*,<none>
2997-agkjan,Gothic,þagkjan,Verb
2998-andagkjan,Gothic,and-þagkjan,Verb
2999-biagkjan,Gothic,bi-þagkjan,Verb
3000-ahains,Gothic,þahains,"Noun, common, feminine"
3001-ahan,Gothic,þahan,Verb
3002-gaahan,Gothic,ga-þahan,Verb
3003-aho,Gothic,þāho,"Noun, common, feminine"
3004-aiaufeilus,Gothic,Þaiaufeilus,"Noun, proper"
3005-airh,Gothic,þairh,"Preposition, +A"
3006-airko,Gothic,þairko,"Noun, common, neuter"
3007-gaairsan,Gothic,ga-þairsan,Verb
3008-aissaloneikai,Gothic,Þaissaloneikai,"Noun, proper"
3009-aissalauneikaie,Gothic,Þaissalauneikaie,"Noun, proper"
3010-an,Gothic,þan,"Adverb, temporal"
3011-anamais,Gothic,þanamais,Adverb
3012-anaseis,Gothic,þanaseiþs,Adverb
3013-ande,Gothic,þande,Conjunction
3014-anei,Gothic,þanei,Conjunction
3015-ufanjan,Gothic,uf-þanjan,Verb
3016-ank,Gothic,þank,"Noun, common"
3017-annu,Gothic,þannu,Adverb
3018-anuh,Gothic,þanuh,Adverb
3019-ar,Gothic,þar,"Adverb, locative"
3020-ara,Gothic,Þara,"Noun, proper"
3021-arba,Gothic,þarba,"Noun, common, feminine"
3022-gaarban,Gothic,ga-þarban,Verb
3023-arbs,Gothic,þarbs,Adjective
3024-arei,Gothic,þarei,Adverb
3025-arf,Gothic,þarf,<none>
3026-arihs,Gothic,þarihs*,Adjective
3027-aruh,Gothic,þaruh,Adverb
3028-ata,Gothic,þata,<none>
3029-atain,Gothic,þatain,Unassigned
3030-atainei,Gothic,þatainei,Adverb
3031-atei,Gothic,þatei,Conjunction
3032-atist,Gothic,þat-ist,Unassigned
3033-atuh,Gothic,þatuh,<none>
3034-aro,Gothic,þaþro,Adverb
3035-aroei,Gothic,þaþroei,Adverb
3036-aroh,Gothic,þaþroh,Adverb
3037-au,Gothic,þau,Unassigned
3038-auhjabai,Gothic,þauhjabai,Conjunction
3039-aurban,Gothic,þaurban*,Verb
3040-aurfts,Gothic,þaurfts,Adjective
3041-aurfts,Gothic,þaurfts,"Noun, common, feminine"
3042-aurneins,Gothic,þaurneins,Adjective
3043-aurnus,Gothic,þaurnus,"Noun, common, masculine"
3044-aurp,Gothic,þaurp,"Noun, common, neuter"
3045-aursjan,Gothic,þaursjan,Verb
3046-afaursjan,Gothic,af-þaursjan,Verb
3047-gaaursnan,Gothic,ga-þaursnan,Verb
3048-aurstei,Gothic,þaurstei,"Noun, common, feminine"
3049-aursus,Gothic,þaursus,Adjective
3050-e,Gothic,þe,Unassigned
3051-eei,Gothic,þeei,Unassigned
3052-ei,Gothic,þei,Particle
3053-eihan,Gothic,þeihan,Verb
3054-gaeihan,Gothic,ga-þeihan,Verb
3055-ufareihan,Gothic,ufar-þeihan,Verb
3056-eihs,Gothic,þeihs,"Noun, common, neuter"
3057-eio,Gothic,þeiƕo,"Noun, common, feminine"
3058-eins,Gothic,þeins,"Pronoun, possesive"
3059-ewisa,Gothic,þewisa,"Noun, common, neuter"
3060-atinsan,Gothic,at-þinsan,Verb
3061-ishun,Gothic,þishun,Adverb
3062-isaduh,Gothic,þisƕaduh,Adverb
3063-isah,Gothic,þisƕah,<none>
3064-isaruh,Gothic,þisƕaruh,Adverb
3065-isazuh,Gothic,þisƕazuh,"Pronoun, indefinite"
3066-iubi,Gothic,þiubi,"Noun, common, neuter"
3067-iubjo,Gothic,þiubjo,Adverb
3068-iuda,Gothic,þiuda,"Noun, common, feminine"
3069-iudangardi,Gothic,þiudangardi,"Noun, common, feminine"
3070-iudanon,Gothic,þiudanon,Verb
3071-miiudanon,Gothic,miþ-þiudanon,Verb
3072-iudans,Gothic,þiudans,"Noun, common, masculine"
3073-iudinassus,Gothic,þiudinassus,"Noun, common, masculine"
3074-iudisko,Gothic,þiudisko,Adverb
3075-iufs,Gothic,þiufs,"Noun, common, masculine"
3076-iumagus,Gothic,þiumagus,"Noun, common, masculine"
3077-ius,Gothic,þius*,"Noun, common, masculine"
3078-iu,Gothic,þiuþ,"Noun, common, neuter"
3079-iueigs,Gothic,þiuþeigs,Adjective
3080-iueins,Gothic,þiuþeins,"Noun, common, feminine"
3081-iuqiss,Gothic,þiuqiss,"Noun, common, feminine"
3082-iujan,Gothic,þiuþjan,Verb
3083-gaiujan,Gothic,ga-þiuþjan,Verb
3084-uniujan,Gothic,un-þiuþjan,Verb
3085-iwadw,Gothic,þiwadw,"Noun, common"
3086-anaiwan,Gothic,ana-þiwan,Verb
3087-gaiwan,Gothic,ga-þiwan,Verb
3088-iwi,Gothic,þiwi,"Noun, common, feminine"
3089-lahsjan,Gothic,þlahsjan,Verb
3090-galahsnan,Gothic,ga-þlahsnan,Verb
3091-galaihan,Gothic,ga-þláihan,Verb
3092-laqus,Gothic,þlaqus,Adjective
3093-lauhs,Gothic,þlauhs,"Noun, common, masculine"
3094-liuhan,Gothic,þliuhan,Verb
3095-afliuhan,Gothic,af-þliuhan,Verb
3096-galiuhan,Gothic,ga-þliuhan,Verb
3097-unaliuhan,Gothic,unþa-þliuhan,Verb
3098-omas,Gothic,Þomas,"Noun, proper"
3099-rafsteins,Gothic,þrafsteins,"Noun, common, feminine"
3100-rafstjan,Gothic,þrafstjan,Verb
3101-anarafstjan,Gothic,ana-þrafstjan,Verb
3102-garafstjan,Gothic,ga-þrafstjan,Verb
3103-ragjan,Gothic,þragjan,Verb
3104-biragjan,Gothic,bi-þragjan,Verb
3105-ramstei,Gothic,þramstei,"Noun, common, feminine"
3106-rasabalei,Gothic,þrasabalþei*,"Noun, common, feminine"
3107-reihan,Gothic,þreihan,Verb
3108-gareihan,Gothic,ga-þreihan,Verb
3109-reihsl,Gothic,þreihsl,"Noun, common, neuter"
3110-reis,Gothic,þreis*,"Numeral, cardinal"
3111-ridja,Gothic,þridja,"Numeral, ordinal"
3112-riskan,Gothic,þriskan,Verb
3113-usriutan,Gothic,us-þriutan,Verb
3114-rojan,Gothic,þroþjan,Verb
3115-usrojan,Gothic,us-þroþjan,Verb
3116-rutsfill,Gothic,þrūtsfill,"Noun, common, neuter"
3117-rutsfills,Gothic,þrutsfills,Adjective
3118-u,Gothic,þu,"Pronoun, personal"
3119-uei,Gothic,þuei,"Pronoun, personal, relative"
3120-ugkjan,Gothic,þugkjan,Verb
3121-uhtus,Gothic,þuhtus,"Noun, common, masculine"
3122-ulains,Gothic,þulains,"Noun, common, feminine"
3123-ulan,Gothic,þulan,Verb
3124-gaulan,Gothic,ga-þulan,Verb
3125-usulan,Gothic,us-þulan,Verb
3126-usundi,Gothic,þūsundi,"Noun, common, feminine"
3127-usundifas,Gothic,þusundifaþs,"Noun, common, masculine"
3128-uthaurn,Gothic,þuthaurn,"Noun, common, neuter"
3129-uthaurnjan,Gothic,þuthaurnjan,Verb
3130-wahan,Gothic,þwahan,Verb
3131-afwahan,Gothic,af-þwahan,Verb
3132-biwahan,Gothic,bi-þwahan,Verb
3133-uswahan,Gothic,us-þwahan,Verb
3134-wahl,Gothic,þwahl,"Noun, common, neuter"
3135-wairhei,Gothic,þwairhei,"Noun, common, feminine"
3136-wairhs,Gothic,þwairhs,Adjective
3137-wastia,Gothic,þwastiþa,"Noun, common, feminine"
3138-gawastjan,Gothic,ga-þwastjan,Verb
3139-wmiama,Gothic,þwmiama,"Noun, common, masculine"
3140-u,Gothic,-u,"Particle, enclitic"
3141-ubils,Gothic,ubils,Adjective
3142-ubiltojis,Gothic,ubiltojis,Adjective
3143-ubilwaurdjan,Gothic,ubilwaurdjan,<none>
3144-ubilwaurds,Gothic,ubilwaurds,Adjective
3145-ubizwa,Gothic,ubizwa*,"Noun, common, feminine"
3146-uf,Gothic,uf,"Preposition, +AD"
3147-ufaieis,Gothic,ufaiþeis*,Adjective
3148-ufar,Gothic,ufar,"Preposition, +AD"
3149-ufarassjan,Gothic,ufarassjan,Verb
3150-ufarassus,Gothic,ufarassus,"Noun, common, masculine"
3151-ufarfullei,Gothic,ufarfullei,"Noun, common, feminine"
3152-ufarfulls,Gothic,ufarfulls,Adjective
3153-ufargudja,Gothic,ufargudja,"Noun, common, masculine"
3154-ufarhauseins,Gothic,ufarhauseins,"Noun, common, feminine"
3155-ufarhiminakunds,Gothic,ufarhiminakunds,Adjective
3156-ufarjaina,Gothic,ufarjaina,Unassigned
3157-ufarmaudei,Gothic,ufarmaudei,"Noun, common, feminine"
3158-ufarmeleins,Gothic,ufarmeleins,"Noun, common, feminine"
3159-ufarmeli,Gothic,ufarmeli,"Noun, common, neuter"
3160-ufaro,Gothic,ufaro,Adverb
3161-ufarranneins,Gothic,ufarranneins,"Noun, common, feminine"
3162-ufarskafts,Gothic,ufarskafts,"Noun, common, feminine"
3163-ufarswara,Gothic,ufarswara*,"Noun, common, masculine"
3164-ufhauseins,Gothic,ufhauseins,"Noun, common, feminine"
3165-ufhnaiweins,Gothic,ufhnaiweins,"Noun, common, feminine"
3166-ufitahari,Gothic,Ufitahari,"Noun, proper"
3167-ufjo,Gothic,ufjo,Unassigned
3168-ufkuni,Gothic,ufkunþi,"Noun, common, neuter"
3169-ufswalleins,Gothic,ufswalleins,"Noun, common, feminine"
3170-ufta,Gothic,ufta,"Adverb, temporal"
3171-ufto,Gothic,ufto,Adverb
3172-ufwaira,Gothic,ufwaira,Unassigned
3173-ugkis,Gothic,ugkis,"Pronoun, personal"
3174-uh,Gothic,-uh,"Particle, enclitic"
3175-uhtedun,Gothic,uhtedun,<none>
3176-uhteigs,Gothic,uhteigs,Adjective
3177-uhteigo,Gothic,uhteigo,"Adverb, Comparative"
3178-uhtiugs,Gothic,uhtiugs,Adjective
3179-uhtwo,Gothic,uhtwo,"Noun, common, feminine"
