Grapheme	IPA
mikilþuhts	mɪkɪlθuhts
mildiþa	mɪldɪθa
milhma	mɪlhma
militon	mɪlɪton
miliþ	mɪlɪθ
miluks	mɪluks
mimz	mɪmz
minnists	mɪnːɪsts
minniza	mɪnːɪza
mins	mɪns
minznan	mɪnznan
missadeþs	mɪsːaðeθs
missaleiks	mɪsːaliks
missaqiss	mɪsːakʷɪsː
missataujands	mɪsːatɔjands
misso	mɪsːo
mitadjo	mɪtaðjo
mitan	mɪtan
gamitan	ɡamɪtan
usmitan	usmɪtan
mitaþs	mɪtaθs
miton	mɪton
ufarmiton	uɸarmɪton
mitons	mɪtons
miþ	mɪθ
miþgardawaddjus	mɪθɡardawadːjus
miþþan	mɪθːan
miþþanei	mɪθːani
miþwissei	mɪθwɪsːi
mizdo	mɪzdo
modags	moðaɣs
afmojan	aɸmojan
Moses	moses
mota	mota
gamotan	ɡamotan
motareis	motaris
motastaþs	motastaθs
gamotjan	ɡamotjan
wiþragamotjan	wɪθraɣamotjan
moþs	moθs
mukamodei	mukamoði
mulda	mulda
muldeins	muldins
faurmūljan	ɸɔrmuljan
munan	munan
gamunan	ɡamunan
munan	munan
mundon	mundon
mundrei	mundri
ufarmunnon	uɸarmunːon
muns	muns
munþs	munθs
Nabaw	naβaw
nadre	naðre
Naem	naem
Naggai	naŋɡɛ
ganagljan	ɡanaɣljan
binah	bɪnah
ganah	ɡanah
Nahasson	nahasːon
nahtamats	nahtamats
nahts	nahts
Naiman	nɛman
naiteins	nɛtins
ganaitjan	ɡanɛtjan
Naitofaþeis	nɛtoɸaθis
Nakor	nakor
namnjan	namnjan
ganamnjan	ɡanamnjan
namo	namo
anananþjan	anananθjan
gananþjan	ɡananθjan
naqadei	nakʷaði
naqaþs	nakʷaθs
nardus	nardus
naseins	nasins
nasjan	nasjan
nasjands	nasjands
ganasjan	ɡanasjan
nati	natɪ
natjan	natjan
ganatjan	ɡanatjan
Naþan	naθan
Naubaimbair	nɔβɛmbɛr
naudibandi	nɔðɪβandɪ
naudiþaurfts	nɔðɪθɔrɸts
naudiþaurfts	nɔðɪθɔrɸts
Nauel	nɔel
nauh	nɔh
nauhþan	nɔhθan
nauhþanuh	nɔhθanuh
nauhuþþan	nɔhuθːan
Naum	nɔm
naus	nɔs
nauþjan	nɔθjan
ananauþjan	ananɔθjan
nauþs	nɔθs
nawis	nawɪs
ganawistron	ɡanawɪstron
miþganawistron	mɪθɡanawɪstron
Nazaraiþ	nazarɛθ
Nazoraius	nazorɛus
Nazorenus	nazorenus
ne	ne
neƕ	neʍ
neƕis	neʍɪs
neƕa	neʍa
neƕjan	neʍjan
atneƕjan	atneʍjan
neƕundja	neʍundja
nei	ni
neiþ	niθ
Nekaudemus	nekɔðemus
neiwan	niwan
Nerins	nerɪns
neþla	neθla
ni	nɪ
nibai	nɪβɛ
nidwa	nɪðwa
nih	nɪh
Nikaudemus	nɪkɔðemus
niman	nɪman
afniman	aɸnɪman
andniman	andnɪman
atniman	atnɪman
biniman	bɪnɪman
disniman	dɪsnɪman
franiman	ɸranɪman
ganiman	ɡanɪman
inniman	ɪnːɪman
miþniman	mɪθnɪman
usniman	usnɪman
ganisan	ɡanɪsan
nist	nɪst
niþan	nɪθan
niþjis	nɪθjɪs
niþjo	nɪθjo
niu	nɪu
niuhseins	nɪuhsins
biniuhsjan	bɪnɪuhsjan
ananiujan	ananɪujan
niujasatiþs	nɪujasatɪθs
niujis	nɪujɪs
niujiþa	nɪujɪθa
niuklahei	nɪuklahi
niuklahs	nɪuklahs
niun	nɪun
niunda	nɪunda
niuntehund	nɪuntehund
niutan	nɪutan
ganiutan	ɡanɪutan
ganohjan	ɡanohjan
ganohnan	ɡanohnan
notin	notɪn
nu	nu
nuh	nuh
nunu	nunu
nuta	nuta
Nwmfan	nwmɸan
o	o
Obeid	oβið
Odueia	oðuia
ogan	oɣan
ogjan	oɣjan
ohteigo	ohtiɣo
Osaiin	osɛɪn
osanna	osanːa
paida	pɛða
gapaidon	ɡapɛðon
paintekuste	pɛntekuste
Paitrus	pɛtrus
papan	papan
parakletus	parakletus
paraskaiwe	paraskɛwe
paska	paska
pasxa	pasχa
Pauntius	pɔntɪus
paurpura	pɔrpura
paurpaura	pɔrpɔra
paurpuroþs	pɔrpuroθs
Pawlus	pawlus
peikabagms	pikaβaɣm̥s
Peilatus	pilatus
pistikeins	pɪstɪkins
plapja	plapja
plat	plat
plinsjan	plɪnsjan
anapraggan	anapraŋɡan
praitoriaun	prɛtorɪɔn
praizbwtairei	prɛzbwtɛri
praizbwtairi	prɛzbwtɛrɪ
praufeteis	prɔɸetis
praufetes	prɔɸetes
praufetja	prɔɸetja
praufetjan	prɔɸetjan
Priska	prɪska
psalmon	psalmon
pugg	puŋɡ
pund	pund
qainon	kʷɛnon
qairrei	kʷɛrːi
qairrus	kʷɛrːus
qairu	kʷɛru
Qartus	kʷartus
qens	kʷens
qiman	kʷɪman
anaqiman	anakʷɪman
biqiman	bɪkʷɪman
fauraqiman	ɸɔrakʷɪman
fraqiman	ɸrakʷɪman
gaqiman	ɡakʷɪman
miþqiman	mɪθkʷɪman
usqiman	uskʷɪman
qinakunds	kʷɪnakunds
qineins	kʷɪnins
qino	kʷɪno
qisteins	kʷɪstins
qistjan	kʷɪstjan
fraqistjan	ɸrakʷɪstjan
usqistjan	uskʷɪstjan
fraqistnan	ɸrakʷɪstnan
qiþan	kʷɪθan
afqiþan	aɸkʷɪθan
anaqiþan	anakʷɪθan
andqiþan	andkʷɪθan
faurqiþan	ɸɔrkʷɪθan
fauraqiþan	ɸɔrakʷɪθan
fraqiþan	ɸrakʷɪθan
gaqiþan	ɡakʷɪθan
miþqiþan	mɪθkʷɪθan
usqiþan	uskʷɪθan
qiþuhafto	kʷɪθuhaɸto
qiþus	kʷɪθus
anaqiujan	anakʷɪujan
gaqiujan	ɡakʷɪujan
miþgaqiujan	mɪθɡakʷɪujan
gaqiunan	ɡakʷɪunan
qius	kʷɪus
qrammiþa	kʷramːɪθa
qums	kʷums
rabbaunei	rabːɔni
rabbei	rabːi
Ragaw	raɣaw
ragin	raɣɪn
ragineis	raɣɪnis
raginon	raɣɪnon
garaginon	ɡaraɣɪnon
rahnjan	rahnjan
faurarahnjan	ɸɔrarahnjan
garahnjan	ɡarahnjan
rahton	rahton
Raibaikka	rɛβɛkːa
raidjan	rɛðjan
garaidjan	ɡarɛðjan
raihtis	rɛhtɪs
gáraihtjan	ɡarɛhtjan
atgáraihtjan	atɡarɛhtjan
raihts	rɛhts
raihtaba	rɛhtaβa
urraisjan	urːɛsjan
raka	raka
ufrakjan	uɸrakjan
Rama	rama
urrannjan	urːanːjan
rasta	rasta
garaþjan	ɡaraθjan
raþjo	raθjo
raþizo	raθɪzo
biraubon	bɪrɔβon
inrauhtjan	ɪnrɔhtjan
raupjan	rɔpjan
raus	rɔs
rauþs	rɔθs
razda	razda
razn	razn̥
garedan	ɡareðan
fauragaredan	ɸɔraɣareðan
undredan	undreðan
urredan	urːeðan
reiki	rikɪ
reikinon	rikɪnon
reikeis	rikis
reiks	riks
reiks	riks
reiran	riran
inreiran	ɪnriran
reiro	riro
urreisan	urːisan
Resa	resa
rign	rɪɣn̥
rignjan	rɪɣnjan
rikan	rɪkan
rimis	rɪmɪs
rinnan	rɪnːan
andrinnan	andrɪnːan
atrinnan	atrɪnːan
duatrinnan	duatrɪnːan
birinnan	bɪrɪnːan
durinnan	durɪnːan
fairrinnan	ɸɛrːɪnːan
faurrinnan	ɸɔrːɪnːan
frarinnan	ɸrarɪnːan
garinnan	ɡarɪnːan
undrinnan	undrɪnːan
urrinnan	urːɪnːan
rinno	rɪnːo
riqis	rɪkʷɪs
riqizeins	rɪkʷɪzins
riqizjan	rɪkʷɪzjan
riurei	rɪuri
riurjan	rɪurjan
riureis	rɪuris
riurs	rɪurs
rodjan	roðjan
birodjan	bɪroðjan
miþrodjan	mɪθroðjan
rohsns	rohsn̥s
Rufus	ruɸus
rūmis	rumɪs
Rūma	ruma
urrūmnan	urːumnan
Rūmoneis	rumonis
rūms	rums
rūna	runa
runs	runs
sa	sa
Sabaillius	saβɛlːɪus
saban	saβan
Sabaoþ	saβaoθ
sabbato	sabːato
Saddukaieis	sadːukɛis
sads	saðs
saei	sai
saggqjan	saŋɡkʷjan
ufsaggqjan	uɸsaŋɡkʷjan
ufsaggqjan	uɸsaŋɡkʷjan
saggqa	saŋɡkʷa
saggws	saɡɡws
sah	sah
saƕazuh	saʍazuh
sai	sɛ
saian	sɛan
insaian	ɪnsɛan
saihs	sɛhs
saihsta	sɛhsta
saiƕan	sɛʍan
andsaiƕan	andsɛʍan
atsaiƕan	atsɛʍan
bisaiƕan	bɪsɛʍan
gasaiƕan	ɡasɛʍan
insaiƕan	ɪnsɛʍan
þairhsaiƕan	θɛrhsɛʍan
ussaiƕan	usːɛʍan
insailjan	ɪnsɛljan
Sailaum	sɛlɔm
Saimaiein	sɛmɛin
sainjan	sɛnjan
sáir	sɛr
Sairok	sɛrok
saiwala	sɛwala
saiws	sɛws
Saixaineia	sɛχɛnia
sakan	sakan
andsakan	andsakan
gasakan	ɡasakan
insakan	ɪnsakan
anainsakan	anɛnsakan
ussakan	usːakan
sakjo	sakjo
sakkus	sakːus
sakuls	sakuls
Salamis	salamɪs
Salaþiel	salaθɪel
salbon	salbon
gasalbon	ɡasalbon
salbons	salbons
saldra	saldra
saliþwos	salɪθwos
saljan	saljan
andsaljan	andsaljan
gasaljan	ɡasaljan
saljan	saljan
ussaljan	usːaljan
Salmon	salmon
Salome	salome
salt	salt
saltan	saltan
sama	sama
samafraþjis	samaɸraθjɪs
samakuns	samakuns
samalauþs	samalɔθs
samaleiks	samaliks
samaleiko	samaliko
samana	samana
samaqiss	samakʷɪsː
Samareites	samarites
Samaria	samarɪa
samasaiwals	samasɛwals
samaþ	samaθ
samjan	samjan
sandjan	sandjan
gasandjan	ɡasandjan
fauragasandjan	ɸɔraɣasandjan
insandjan	ɪnsandjan
miþinsandjan	mɪθɪnsandjan
gamiþsandjan	ɡamɪθsandjan
ussandjan	usːandjan
Saraipta	sarɛpta
Sarra	sarːa
sarwa	sarwa
Satana	satana
satjan	satjan
afsatjan	aɸsatjan
atsatjan	atsatjan
bisatjan	bɪsatjan
gasatjan	ɡasatjan
fauragasatjan	ɸɔraɣasatjan
miþsatjan	mɪθsatjan
ussatjan	usːatjan
saþs	saθs
Saudauma	sɔðɔma
sauhts	sɔhts
sauïl	sɔɪ̈l
Saulaumon	sɔlɔmon
bisauljan	bɪsɔljan
bisaulnan	bɪsɔlnan
sauls	sɔls
Saur	sɔr
Saurais	sɔrɛs
saurga	sɔrɡa
saurgan	sɔrɡan
Saurini	sɔrɪnɪ
sauþa	sɔθa
sauþs	sɔθs
sei	si
Seidona	siðona
Seidoneis	siðonis
Seimon	simon
Seina	sina
sik	sɪk
seinaigairnai	sinɛɣɛrnɛ
seins	sins
seiteins	sitins
seiþus	siθus
selei	seli
sels	sels
Sem	sem
Seþ	seθ
sibakþanei	sɪβakθani
sibja	sɪβja
gasibjon	ɡasɪβjon
sibun	sɪβun
sibuntehund	sɪβuntehund
sidon	sɪðon
sidus	sɪðus
sifan	sɪɸan
siggwan	sɪɡɡwan
ussiggwan	usːɪɡɡwan
sigis	sɪɣɪs
sigislaun	sɪɣɪslɔn
sigljan	sɪɣljan
faursigljan	ɸɔrsɪɣljan
gasigljan	ɡasɪɣljan
sigljo	sɪɣljo
sigqan	sɪŋkʷan
dissigqan	dɪsːɪŋkʷan
gasiggqan	ɡasɪŋɡkʷan
sihw	sɪhw
sikls	sɪkl̥s
anasilan	anasɪlan
silba	sɪlba
Silbanus	sɪlbanus
silbasiuneis	sɪlbasɪunis
silbawiljis	sɪlbawɪljɪs
sildaleik	sɪldalik
sildaleikjan	sɪldalikjan
sildaleiknan	sɪldaliknan
sildaleiks	sɪldaliks
Siloam	sɪloam
silubr	sɪluβr̥
silubreins	sɪluβrins
simle	sɪmle
sinapis	sɪnapɪs
sineigs	sɪniɣs
sinista	sɪnɪsta
sinteins	sɪntins
sinteino	sɪntino
sinþs	sɪnθs
Sion	sɪon
siponeis	sɪponis
siponjan	sɪponjan
sitan	sɪtan
andsitan	andsɪtan
bisitan	bɪsɪtan
bisitands	bɪsɪtands
dissitan	dɪsːɪtan
gasitan	ɡasɪtan
ussitan	usːɪtan
sitls	sɪtl̥s
siujan	sɪujan
siukan	sɪukan
siukei	sɪuki
siuks	sɪuks
siuns	sɪuns
skaban	skaβan
biskaban	bɪskaβan
skadus	skaðus
ufarskadwjan	uɸarskaðwjan
skaftjan	skaɸtjan
skaidan	skɛðan
afskaidan	aɸskɛðan
disskaidan	dɪsːkɛðan
gaskaidan	ɡaskɛðan
gaskaidnan	ɡaskɛðnan
skal	skal
skalja	skalja
skalkinassus	skalkɪnasːus
skalkinon	skalkɪnon
miþskalkinon	mɪθskalkɪnon
skalks	skalks
skaman	skaman
gaskaman	ɡaskaman
skanda	skanda
gaskapjan	ɡaskapjan
Skariotau	skarɪotɔ
usskarjan	usːkarjan
skattja	skatːja
skatts	skatːs
skaþaila	skaθɛla
skaþis	skaθɪs
skaþjan	skaθjan
gaskaþjan	ɡaskaθjan
skaþuls	skaθuls
skaudaraip	skɔðarɛp
skauns	skɔns
skauneis	skɔnis
skaurpjo	skɔrpjo
skauta	skɔta
usskaujan	usːkɔjan
skeimam	skimam
skeinan	skinan
biskeinan	bɪskinan
skeireins	skirins
gaskeirjan	ɡaskirjan
skeirs	skirs
skewjan	skewjan
skildus	skɪldus
skilja	skɪlja
skilliggs	skɪlːɪŋɡs
skip	skɪp
afskiuban	aɸskɪuβan
skohs	skohs
skohsl	skohsl̥
disskreitan	dɪsːkritan
disskritnan	dɪsːkrɪtnan
skufta	skuɸta
skuggwa	skuɡɡwa
skula	skula
skulan	skulan
skūra	skura
Skwþus	skwθus
slahals	slahals
slahan	slahan
afslahan	aɸslahan
slahs	slahs
slaihts	slɛhts
slauhts	slɔhts
afslaupjan	aɸslɔpjan
afslauþjan	aɸslɔθjan
afslauþnan	aɸslɔθnan
slawan	slawan
anaslawan	anaslawan
gaslawan	ɡaslawan
sleiþa	sliθa
sleiþei	sliθi
gasleiþjan	ɡasliθjan
sleiþs	sliθs
sleideis	sliðis
slepan	slepan
anaslepan	anaslepan
gaslepan	ɡaslepan
sleps	sleps
fraslindan	ɸraslɪndan
sliupan	slɪupan
ufsliupan	uɸslɪupan
smairþr	smɛrθr̥
smakka	smakːa
smakkabagms	smakːaβaɣm̥s
smalista	smalɪsta
smarna	smarna
bismeitan	bɪsmitan
gasmeitan	ɡasmitan
gasmiþon	ɡasmɪθon
smwrn	smwrn̥
snaga	snaɣa
snaiws	snɛws
atsnarpjan	atsnarpjan
sneiþan	sniθan
afsneiþan	aɸsniθan
ufsneiþan	uɸsniθan
sniumjan	snɪumjan
gasniumjan	ɡasnɪumjan
sniumundo	snɪumundo
sniumundos	snɪumundos
sniwan	snɪwan
duatsniwan	duatsnɪwan
bisniwan	bɪsnɪwan
faurbisniwan	ɸɔrbɪsnɪwan
faursniwan	ɸɔrsnɪwan
gasniwan	ɡasnɪwan
snorjo	snorjo
snutrei	snutri
snutrs	snutr̥s
so	so
sokareis	sokaris
sokeins	sokins
sokjan	sokjan
gasokjan	ɡasokjan
miþsokjan	mɪθsokjan
ussokjan	usːokjan
sokns	sokn̥s
Soseipatrus	sosipatrus
soþa	soθa
gasoþjan	ɡasoθjan
spaikulatur	spɛkulatur
spaiskuldra	spɛskuldra
sparwa	sparwa
spaurds	spɔrds
speiwan	spiwan
andspeiwan	andspiwan
bispeiwan	bɪspiwan
gaspeiwan	ɡaspiwan
spediza	speðɪza
spedists	speðɪsts
spedumists	speðumɪsts
spilda	spɪlda
spill	spɪlː
spilla	spɪlːa
spillon	spɪlːon
gaspillon	ɡaspɪlːon
þiuþspillon	θɪuθspɪlːon
usspillon	usːpɪlːon
wailaspillon	wɛlaspɪlːon
spinnan	spɪnːan
sprauto	sprɔto
spwreidans	spwriðans
stabeis	staβis
usstagg	usːtaŋɡ
gastagqjan	ɡastaŋkʷjan
Staifanus	stɛɸanus
staiga	stɛɣa
stainahs	stɛnahs
staineins	stɛnins
stainjan	stɛnjan
stains	stɛns
stairno	stɛrno
stairo	stɛro
staks	staks
andstaldan	andstaldan
gastaldan	ɡastaldan
stamms	stamːs
standan	standan
afstandan	aɸstandan
andstandan	andstandan
atstandan	atstandan
bistandan	bɪstandan
faurastandan	ɸɔrastandan
gastandan	ɡastandan
instandan	ɪnstandan
miþstandan	mɪθstandan
twisstandan	twɪsːtandan
usstandan	usːtandan
staþa	staθa
staþs	staθs
staua	stɔa
staua	stɔa
stauastols	stɔastols
gastaurknan	ɡastɔrknan
andstaurran	andstɔrːan
stautan	stɔtan
steigan	stiɣan
atsteigan	atstiɣan
gasteigan	ɡastiɣan
ufarsteigan	uɸarstiɣan
ussteigan	usːtiɣan
stibna	stɪβna
usstigg	usːtɪŋɡ
stigqan	stɪŋkʷan
bistigqan	bɪstɪŋkʷan
gastiggqan	ɡastɪŋɡkʷan
stikls	stɪkl̥s
stiks	stɪks
stilan	stɪlan
stiur	stɪur
stiurjan	stɪurjan
stiwiti	stɪwɪtɪ
anastodjan	anastoðjan
dustodjan	dustoðjan
stojan	stojan
gastojan	ɡastojan
stols	stols
stomin	stomɪn
gastoþan	ɡastoθan
straujan	strɔjan
gastraujan	ɡastrɔjan
ufstraujan	uɸstrɔjan
striks	strɪks
stubjus	stuβjus
sulja	sulja
gasuljan	ɡasuljan
suman	suman
sums	sums
sundro	sundro
sunja	sunja
Sunjaifriþas	sunjɛɸrɪθas
sunjeins	sunjins
sunjis	sunjɪs
sunjon	sunjon
gasunjon	ɡasunjon
sunjons	sunjons
sunno	sunːo
suns	suns
sunsaiw	sunsɛw
sunsei	sunsi
sunus	sunus
supon	supon
gasupon	ɡasupon
suqnis	sukʷnɪs
Susanna	susanːa
sutis	sutɪs
suþjan	suθjan
suþjon	suθjon
swa	swa
swaei	swai
afswaggwjan	aɸswaɡɡwjan
swah	swah
swaihra	swɛhra
swaihro	swɛhro
afswairban	aɸswɛrban
biswairban	bɪswɛrban
swalauþs	swalɔθs
swaleiks	swaliks
swamm	swamː
swaran	swaran
biswaran	bɪswaran
ufarswaran	uɸarswaran
sware	sware
swartiza	swartɪza
swartizla	swartɪzla
swarts	swarts
swaswe	swaswe
swaþþan	swaθːan
swau	swɔ
swe	swe
swegniþa	sweɣnɪθa
swegnjan	sweɣnjan
sweiban	swiβan
swein	swin
sweran	sweran
gasweran	ɡasweran
unsweran	unsweran
sweriþa	swerɪθa
swers	swers
swes	swes
swes	swes
sweþauh	sweθɔh
swibla	swɪβla
swiglja	swɪɣlja
swiglon	swɪɣlon
swigniþa	swɪɣnɪθa
swiknei	swɪkni
swikneins	swɪknins
swikniþa	swɪknɪθa
swikns	swɪkn̥s
gaswikunþjan	ɡaswɪkunθjan
swikunþs	swɪkunθs
swiltan	swɪltan
gaswiltan	ɡaswɪltan
miþgaswiltan	mɪθɡaswɪltan
swinþei	swɪnθi
gaswinþjan	ɡaswɪnθjan
inswinþjan	ɪnswɪnθjan
swinþnan	swɪnθnan
gaswinþnan	ɡaswɪnθnan
swinþs	swɪnθs
swistar	swɪstar
Swmaion	swmɛon
swnagogafaþs	swnaɣoɣaɸaθs
swnagoge	swnaɣoɣe
Swntwke	swntwke
swogatjan	swoɣatjan
gaswogjan	ɡaswoɣjan
ufswogjan	uɸswoɣjan
Swria	swrɪa
swultawairþja	swultawɛrθja
swumfsl	swumɸsl̥
tagl	taɣl̥
tagr	taɣr̥
tagrjan	taɣrjan
tahjan	tahjan
distahjan	dɪstahjan
taihswa	tɛhswa
taihswa	tɛhswa
taihun	tɛhun
taihunda	tɛhunda
taihuntaihundfalþs	tɛhuntɛhundɸalθs
taihuntehund	tɛhuntehund
taihunteweis	tɛhuntewis
taikn	tɛkn̥
taiknjan	tɛknjan
gataiknjan	ɡatɛknjan
ustaiknjan	ustɛknjan
taikns	tɛkn̥s
tainjo	tɛnjo
tains	tɛns
distairan	dɪstɛran
gatairan	ɡatɛran
Tairtius	tɛrtɪus
taitrarkes	tɛtrarkes
taleiþa	taliθa
talzeins	talzins
talzjan	talzjan
talzjands	talzjands
gatalzjan	ɡatalzjan
gatamjan	ɡatamjan
tandjan	tandjan
gatandjan	ɡatandjan
intandjan	ɪntandjan
gatarhjan	ɡatarhjan
tarmjan	tarmjan
gatarnjan	ɡatarnjan
taui	tɔɪ
taujan	tɔjan
gataujan	ɡatɔjan
missataujan	mɪsːatɔjan
aftaurnan	aɸtɔrnan
distaurnan	dɪstɔrnan
gataurnan	ɡatɔrnan
Teibairius	tiβɛrɪus
gateihan	ɡatihan
fauragateihan	ɸɔraɣatihan
teikan	tikan
Teimaius	timɛus
Teimauþaius	timɔθɛus
Teitus	titus
tekan	tekan
attekan	atːekan
tewa	tewa
gatewjan	ɡatewjan
Tibairiadau	tɪβɛrɪaðɔ
Tibairiadeis	tɪβɛrɪaðis
tigjus	tɪɣjus
andtilon	andtɪlon
gatilon	ɡatɪlon
gagátilon	ɡaɣatɪlon
til	tɪl
gatiman	ɡatɪman
timbrjan	tɪmbrjan
timreins	tɪmrins
timrja	tɪmrja
timrjan	tɪmrjan
anatimrjan	anatɪmrjan
gatimrjan	ɡatɪmrjan
miþgatimrjan	mɪθɡatɪmrjan
tiuhan	tɪuhan
aftiuhan	aɸtɪuhan
attiuhan	atːɪuhan
innattiuhan	ɪnːatːɪuhan
bitiuhan	bɪtɪuhan
gatiuhan	ɡatɪuhan
miþgatiuhan	mɪθɡatɪuhan
ustiuhan	ustɪuhan
Tobeias	toβias
Trakauneitidaus	trakɔnitɪðɔs
trauains	trɔɛns
trauan	trɔan
gatrauan	ɡatrɔan
Trauadai	trɔaðɛ
trausti	trɔstɪ
triggwa	trɪɡɡwa
triggws	trɪɡɡws
triggwaba	trɪɡɡwaβa
trigo	trɪɣo
anatrimpan	anatrɪmpan
triu	trɪu
triweins	trɪwins
trudan	truðan
gatrudan	ɡatruðan
intrusgjan	ɪntrusɡjan
ufartrusnjan	uɸartrusnjan
tuggl	tuŋɡl̥
tuggo	tuŋɡo
tulgiþa	tulɡɪθa
tulgjan	tulɡjan
gatulgjan	ɡatulɡjan
tulgus	tulɡus
tundnan	tundnan
intundnan	ɪntundnan
tunþus	tunθus
twai	twɛ
twalibwintrus	twalɪβwɪntrus
twalif	twalɪɸ
tweifleins	twiɸlins
tweifljan	twiɸljan
tweifl	twiɸl̥
tweihnai	twihnɛ
twisstass	twɪsːtasː
Twkeikus	twkikus
Twra	twra
Þaddaius	θadːɛus
þadei	θaði
þagk	θaŋk
þagkjan	θaŋkjan
andþagkjan	andθaŋkjan
biþagkjan	bɪθaŋkjan
þahains	θahɛns
þahan	θahan
gaþahan	ɡaθahan
þāho	θaho
Þaiaufeilus	θɛɔɸilus
þairh	θɛrh
þairko	θɛrko
gaþairsan	ɡaθɛrsan
Þaissaloneikai	θɛsːalonikɛ
Þaissalauneikaie	θɛsːalɔnikɛe
þan	θan
þanamais	θanamɛs
þanaseiþs	θanasiθs
þande	θande
þanei	θani
ufþanjan	uɸθanjan
þank	θank
þannu	θanːu
þanuh	θanuh
þar	θar
Þara	θara
þarba	θarba
gaþarban	ɡaθarban
þarbs	θarbs
þarei	θari
þarf	θarɸ
þarihs	θarɪhs
þaruh	θaruh
þata	θata
þatain	θatɛn
þatainei	θatɛni
þatei	θati
þatist	θatɪst
þatuh	θatuh
þaþro	θaθro
þaþroei	θaθroi
þaþroh	θaθroh
þau	θɔ
þauhjabai	θɔhjaβɛ
þaurban	θɔrban
þaurfts	θɔrɸts
þaurfts	θɔrɸts
þaurneins	θɔrnins
þaurnus	θɔrnus
þaurp	θɔrp
þaursjan	θɔrsjan
afþaursjan	aɸθɔrsjan
gaþaursnan	ɡaθɔrsnan
þaurstei	θɔrsti
þaursus	θɔrsus
þe	θe
þeei	θei
þei	θi
þeihan	θihan
gaþeihan	ɡaθihan
ufarþeihan	uɸarθihan
þeihs	θihs
þeiƕo	θiʍo
þeins	θins
þewisa	θewɪsa
atþinsan	atθɪnsan
þishun	θɪshun
þisƕaduh	θɪsʍaðuh
þisƕah	θɪsʍah
þisƕaruh	θɪsʍaruh
þisƕazuh	θɪsʍazuh
þiubi	θɪuβɪ
þiubjo	θɪuβjo
þiuda	θɪuða
þiudangardi	θɪuðanɡardɪ
þiudanon	θɪuðanon
miþþiudanon	mɪθːɪuðanon
þiudans	θɪuðans
þiudinassus	θɪuðɪnasːus
þiudisko	θɪuðɪsko
þiufs	θɪuɸs
þiumagus	θɪumaɣus
þius	θɪus
þiuþ	θɪuθ
þiuþeigs	θɪuθiɣs
þiuþeins	θɪuθins
þiuqiss	θɪukʷɪsː
þiuþjan	θɪuθjan
gaþiuþjan	ɡaθɪuθjan
unþiuþjan	unθɪuθjan
þiwadw	θɪwaðw
anaþiwan	anaθɪwan
gaþiwan	ɡaθɪwan
þiwi	θɪwɪ
þlahsjan	θlahsjan
gaþlahsnan	ɡaθlahsnan
gaþláihan	ɡaθlɛhan
þlaqus	θlakʷus
þlauhs	θlɔhs
þliuhan	θlɪuhan
afþliuhan	aɸθlɪuhan
gaþliuhan	ɡaθlɪuhan
unþaþliuhan	unθaθlɪuhan
Þomas	θomas
þrafsteins	θraɸstins
þrafstjan	θraɸstjan
anaþrafstjan	anaθraɸstjan
gaþrafstjan	ɡaθraɸstjan
þragjan	θraɣjan
biþragjan	bɪθraɣjan
þramstei	θramsti
þrasabalþei	θrasaβalθi
þreihan	θrihan
gaþreihan	ɡaθrihan
þreihsl	θrihsl̥
þreis	θris
þridja	θrɪðja
þriskan	θrɪskan
usþriutan	usθrɪutan
þroþjan	θroθjan
usþroþjan	usθroθjan
þrūtsfill	θrutsɸɪlː
þrutsfills	θrutsɸɪlːs
þu	θu
þuei	θui
þugkjan	θuŋkjan
þuhtus	θuhtus
þulains	θulɛns
þulan	θulan
gaþulan	ɡaθulan
usþulan	usθulan
þūsundi	θusundɪ
þusundifaþs	θusundɪɸaθs
þuthaurn	θuthɔrn̥
þuthaurnjan	θuthɔrnjan
þwahan	θwahan
afþwahan	aɸθwahan
biþwahan	bɪθwahan
usþwahan	usθwahan
þwahl	θwahl̥
þwairhei	θwɛrhi
þwairhs	θwɛrhs
þwastiþa	θwastɪθa
gaþwastjan	ɡaθwastjan
þwmiama	θwmɪama
u	u
ubils	uβɪls
ubiltojis	uβɪltojɪs
ubilwaurdjan	uβɪlwɔrdjan
ubilwaurds	uβɪlwɔrds
ubizwa	uβɪzwa
uf	uɸ
ufaiþeis	uɸɛθis
ufar	uɸar
ufarassjan	uɸarasːjan
ufarassus	uɸarasːus
ufarfullei	uɸarɸulːi
ufarfulls	uɸarɸulːs
ufargudja	uɸarɡuðja
ufarhauseins	uɸarhɔsins
ufarhiminakunds	uɸarhɪmɪnakunds
ufarjaina	uɸarjɛna
ufarmaudei	uɸarmɔði
ufarmeleins	uɸarmelins
ufarmeli	uɸarmelɪ
ufaro	uɸaro
ufarranneins	uɸarːanːins
ufarskafts	uɸarskaɸts
ufarswara	uɸarswara
ufhauseins	uɸhɔsins
ufhnaiweins	uɸhnɛwins
Ufitahari	uɸɪtaharɪ
ufjo	uɸjo
ufkunþi	uɸkunθɪ
ufswalleins	uɸswalːins
ufta	uɸta
ufto	uɸto
ufwaira	uɸwɛra
ugkis	uŋkɪs
uh	uh
uhtedun	uhteðun
uhteigs	uhtiɣs
uhteigo	uhtiɣo
uhtiugs	uhtɪuɣs
uhtwo	uhtwo
ulbandus	ulbandus
unagands	unaɣands
unagein	unaɣin
unairkns	unɛrkn̥s
unaiwisks	unɛwɪsks
