ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
963	1649	SIT DOWN	ga-satjan	 hinlegen; hinsetzen;  hinstellen	hinsetzen	hinsetzen-1
964	1703	SIX	saihs	sechs	sechs	sechs-1
965	1718	SIXTY				
966	2845	SIZE (OF OBJECT)	mikildūþs	Größe	Größe	Groe-1
967	2845	SIZE (OF OBJECT)	mikilei	Größe	Größe	Groe-2
968	2991	SKI				
969	763	SKIN				
970	2373	SKIN (OF FRUIT)				
971	1732	SKY	himins	Himmel	Himmel	Himmel-1
972	2952	SLAB	mes	Tisch;  Schüssel;  Platte;  Kelter	 Platte	Platte-1
973	16	SLED				
974	1585	SLEEP	slepan	schlafen	schlafen	schlafen-1
975	2972	SLEEP (STATE)	sleps*	Schlaf	Schlaf	Schlaf-1
976	2953	SLEEVE				
977	2954	SLICE				
978	3076	SLOPE	driuso	Abhang	Abhang	Abhang-1
979	1246	SMALL	leitils	klein;  wenig	klein	klein-1
980	1586	SMELL (PERCEIVE)				
981	2859	SMOKE (EMIT SMOKE)				
982	778	SMOKE (EXHAUST)				
983	1234	SMOOTH	slaihts	 eben; schlicht;  glatt	 glatt	glatt-1
984	730	SNAKE	waurms	Wurm;  Schlange	 Schlange	Schlange-1
985	784	SNOW	snaiws	Schnee	Schnee	Schnee-1
986	1856	SOFT	hnasqjaim*	weich;  weichlich	weich	weich-1
987	1856	SOFT	qairrus	sanft;  freundlich gegen	sanft	sanft-1
988	3003	SOLID	tulgus	fest;  beständig	fest	fest-1
989	1544	SOMETIMES				
990	1620	SON	sunus	Sohn	Sohn	Sohn-1
991	1096	SONG				
992	703	SOON	sprauto	schnell;  bald	 bald	bald-1
993	2879	SOUND (OF INSTRUMENT OR VOICE)				
994	1811	SOUND OR NOISE				
995	1547	SOUP				
996	1906	SOUR				
997	1595	SOUTH				
998	3006	SPACE (AVAILABLE)	staþs	 Raum; Stätte;  Ort ;  Platz	 Platz	Platz-1
999	1176	SPADE				
1000	518	SPARK				
1001	1623	SPEAK	rodjan	 reden; sprechen	sprechen	sprechen-1
1002	1115	SPEECH	maþlein	Rede;  Redeweise	Rede	Rede-1
1003	843	SPIDER				
1004	53	SPIRIT	ahma	Geist	Geist	Geist-1
1005	569	SPOIL (BECOME SPOILED)				
1006	92	SPOIL (SOMEBODY OR SOMETHING)	fralusts	Verderben	Verderben	Verderben-1
1007	92	SPOIL (SOMEBODY OR SOMETHING)	frawardeins*	Verderben	Verderben	Verderben-2
1008	92	SPOIL (SOMEBODY OR SOMETHING)	qisteins	Verderben	Verderben	Verderben-3
1009	92	SPOIL (SOMEBODY OR SOMETHING)	qistjan	verderben	verderben	verderben-1
1012	92	SPOIL (SOMEBODY OR SOMETHING)	riurjan	verderben	verderben	verderben-4
1013	92	SPOIL (SOMEBODY OR SOMETHING)	fra-wairþan	verderben	verderben	verderben-5
1014	92	SPOIL (SOMEBODY OR SOMETHING)	fra-wardjan	verderben	verderben	verderben-6
1015	1378	SPOON				
1016	38	SPREAD OUT				
1017	849	SPRING (OF WATER)				
1018	1537	SPRINGTIME				
1019	1628	SQUIRREL				
1020	1442	STAND				
1021	570	STAND UP	ur-reisan	erstehn;  sich erheben	 sich erheben	sicherheben-1
1022	570	STAND UP	us-standan	sich erheben;  aufbrechen;  auferstehn	sich erheben	sicherheben-2
1023	1430	STAR	stairno	Stern	Stern	Stern-1
1024	2955	STATE (POLITICS)				
1025	713	STEAL	hlifan	stehlen	stehlen	stehlen-1
1026	713	STEAL	stilan	stehlen	stehlen	stehlen-2
1027	2065	STEP (VERB)				
1028	1295	STICK				
1029	2919	STILL (CONTINUING)	nauh	noch	noch	noch-1
1030	2919	STILL (CONTINUING)	nauhþan	noch	noch	noch-2
1031	2919	STILL (CONTINUING)	nauhþanuh	noch	noch	noch-3
1032	2919	STILL (CONTINUING)	þanaseiþs	weiter;  noch	 noch	noch-4
1033	571	STING				
1034	1774	STINGY				
1035	696	STIR				
1036	819	STOMACH	qiþus	Magen;  Mutterschoß	Magen	Magen-1
1037	857	STONE	stains	Stein	Stein	Stein-1
1038	2060	STORY	insahts	Erzählung;  Aussage;  Zeugnis	Erzählung	Erzahlung-1
1039	859	STOVE	auhns*	Ofen	Ofen	Ofen-1
1040	2973	STRAP	skaudaraip	Riemen	Riemen	Riemen-1
1041	2858	STREAM (FLOW CONTINUOUSLY)				
1042	202	STRENGTH	swinþei	 Kraft; Stärke	Stärke	Starke-1
1043	3308	STRIKE (SOMEONE)	bliggwan	schlagen	schlagen	schlagen-1
1044	3308	STRIKE (SOMEONE)	slahan	schlagen	schlagen	schlagen-2
1045	3309	STRIKE (SOMETHING)				
1046	362	STRING				
1047	2993	STROKE (OF PEN)	striks	Strich	Strich	Strich-1
1048	2993	STROKE (OF PEN)	writs	Strich	Strich	Strich-2
1049	785	STRONG	abrs	stark;  heftig	stark	stark-1
1050	785	STRONG	swinþs	stark;  gesund;  kräftig	stark	stark-2
1051	1518	STUPID				
1052	1112	SUCCEED				
1053	2920	SUDDENLY	anaks	plötzlich	plötzlich	plotzlich-1
1054	2920	SUDDENLY	suns	 plötzlich; alsbald;  auf einmal	 plötzlich	plotzlich-2
1055	2920	SUDDENLY	unweniggo	 plötzlich; unerwartet	 plötzlich	plotzlich-3
1056	1342	SUMMER	asans	Sommer	Sommer	Sommer-1
1057	1614	SUMMIT				
1058	1343	SUN	sauïl	Sonne	Sonne	Sonne-1
1059	1343	SUN	sunno	Sonne	Sonne	Sonne-2
1060	1699	SUNDAY				
1061	2994	SUPPORT (OF OBJECT)				
1062	897	SWALLOW				
1063	1145	SWAMP				
1064	2837	SWAN				
1065	2974	SWARM (OF BIRDS)				
1066	573	SWAY				
1067	230	SWEEP				
1068	717	SWEET				
1069	1439	SWIM				
1070	3055	SWINDLE				
1071	2871	SWING (MOVEMENT)				
1072	2901	SWING (SOMETHING)				
1073	1775	TABLE	biuþs*	Tisch	Tisch	Tisch-1
1074	1775	TABLE	mes	Tisch;  Schüssel;  Platte;  Kelter	Tisch	Tisch-2
1075	1220	TAIL				
1076	1749	TAKE	niman	 fangen; nehmen;  annehmen;  aufnehmen;  empfangen	nehmen	nehmen-1
1077	1749	TAKE	fra-niman	nehmen	nehmen	nehmen-2
1078	2708	TALK	maþljan	reden	reden	reden-1
1079	2708	TALK	rodjan	 reden; sprechen	 reden	reden-2
1080	2190	TASTE				
1081	21	TASTE (SOMETHING)	kausjan	kosten;  kennen lernen	kosten	kosten-1
1082	1813	TASTY				
1083	1373	TEA				
1084	709	TEACH	laisjan	lehren	lehren	lehren-1
1085	709	TEACH	ga-laisjan	lehren	lehren	lehren-2
1086	709	TEACH	talzjan	 ziehen; lehren;  unterrichten	lehren	lehren-3
1087	709	TEACH	talzjan	 ziehen; lehren;  unterrichten	 unterrichten	unterrichten-1
1088	1038	TEACHER	laisareis	Lehrer	Lehrer	Lehrer-1
1089	1038	TEACHER	talzjands	Lehrer	Lehrer	Lehrer-2
1090	1651	TEAR (OF EYE)	tagr	Zähre;  Träne	 Träne	Trane-1
1091	1735	TEAR (SHRED)	dis-hniupan	zerreißen	zerreißen	zerreien-1
1092	1735	TEAR (SHRED)	dis-hnupnan	zerreißen	zerreißen	zerreien-2
1093	1735	TEAR (SHRED)	dis-skritnan	zerreißen	zerreißen	zerreien-3
1094	1735	TEAR (SHRED)	dis-tairan	zerreißen	zerreißen	zerreien-4
1095	1735	TEAR (SHRED)	ga-tairan	 zerstören;  aufheben; zerreißen	zerreißen	zerreien-5
1096	1735	TEAR (SHRED)	dis-taurnan	zerreißen	zerreißen	zerreien-6
1097	1735	TEAR (SHRED)	tahjan	reißen;  zerren	reißen	reien-1
1098	1735	TEAR (SHRED)	af-taurnan	abreißen	abreißen	abreien-1
1099	1711	TELL	us-spillon	verkünden;  erzählen	 erzählen	erzahlen-1
1100	1711	TELL	waila-spillon	verkünden;  erzählen	 erzählen	erzahlen-2
1101	1515	TEN	taihun	zehn	zehn	zehn-1
1102	1137	TENDON				
1103	78	THAT	jains	jener	jener	jener-1
1104	2887	THAW (DEW)				
1105	2921	THEN	þan	 darauf; dann	dann	dann-1
1106	1937	THERE	ei	da	da	da-1
1107	1937	THERE	þaruh	da	da	da-2
1108	1937	THERE	jainar	an jenem Ort;  dort	 dort	dort-1
1109	1937	THERE	þar	dort	dort	dort-2
1110	817	THEY				
1111	1244	THICK				
1112	2249	THIN (OF SHAPE OF OBJECT)				
1113	1400	THIN (SLIM)				
1114	738	THING	waihts	Ding;  Sache;  Etwas	Ding	Ding-1
1115	738	THING	waihts	Ding;  Sache;  Etwas	 Sache	Sache-1
1116	1415	THINK (REFLECT)	fraþjan	denken	denken	denken-1
1117	1415	THINK (REFLECT)	hugjan	 meinen; denken	denken	denken-2
1118	1415	THINK (REFLECT)	miton	 denken; ermessen;  überlegen	 denken	denken-3
1119	1415	THINK (REFLECT)	þagkjan	denken;  überlegen	denken	denken-4
1120	1859	THIRD	þridja	der dritte	der dritte	derdritte-1
1121	1715	THIRTY				
1122	1214	THIS	hi-	dieser	dieser	dieser-1
1123	1214	THIS	himma, hina	dieser	dieser	dieser-2
1124	1214	THIS	hita	dieser	dieser	dieser-3
1125	1214	THIS	sa	 dieser; der	 dieser	dieser-4
1126	1214	THIS	so	 dieser; der	 dieser	dieser-5
1127	1214	THIS	þata	 dieser; der	 dieser	dieser-6
1128	2923	THITHER (THERE TO)	jaind	dorthin	dorthin	dorthin-1
1129	2923	THITHER (THERE TO)	jaindre	dorthin	dorthin	dorthin-2
1130	1215	THOU	du	du	du	du-1
1131	1215	THOU	þu	du	du	du-2
1132	1215	THOU	izwizei	der du	der du	derdu-1
1133	1215	THOU	þuei	der du	der du	derdu-2
1134	2975	THOUGHT	gamitons	Gedanke	Gedanke	Gedanke-1
1135	2975	THOUGHT	mitons	 Gedanke; Überlegung	 Gedanke	Gedanke-2
1136	2975	THOUGHT	muns	Gedanke;  Meinung	Gedanke	Gedanke-3
1137	1843	THOUSAND	þūsundi	tausend	tausend	tausend-1
1138	1161	THREAD				
1139	492	THREE	þreis*	drei	drei	drei-1
1140	1346	THROAT				
1141	97	THROUGH	þairh	durch	durch	durch-1
1142	1456	THROW	wairpan	werfen	werfen	werfen-1
1143	1150	THUNDER	þeiƕo	Donner	Donner	Donner-1
1144	2378	THUNDER (VERB)				
1145	1693	THURSDAY				
1146	1917	TIE	ga-bindan	binden	binden	binden-1
1147	2891	TIE UP (TETHER)				
1148	892	TIME	aiws	Zeit;  Ewigkeit	Zeit	Zeit-1
1149	892	TIME	alds	 Zeit; Menschenalter	 Zeit	Zeit-2
1150	892	TIME	ƕeila	 Zeit; Weile;  Stunde	 Zeit	Zeit-3
1151	892	TIME	mel	Zeit;  Stunde	Zeit	Zeit-4
1152	892	TIME	þeihs	Zeit	Zeit	Zeit-5
1153	2888	TINKLE				
1154	2992	TIP (OF OBJECT)				
1155	1283	TODAY				
1156	1389	TOE				
1157	2482	TOGETHER	samana	zusammen;  zugleich	zusammen	zusammen-1
